ID,問題,指定,語群,難易度,解答,問題熟語の意味,解答熟語の意味
H0322,【本営】,≒,"いばく
がとう
りょうき",◆１,帷幕,"▼【本営】ホンエイ
総指揮官がいる軍営。≒本陣〈漢字ペディア〉
◇漢字ペディア大見出し","▼〔帷幕〕イバク／イマク
1.垂らした仕切り布。とばり。幕。引き幕。≒帷幄、帷帳
2.作戦計画を立てるところ。≒帷幄、帷帳
3.婦人の居室。〈漢字ペディア〉
◇漢字ペディア大見出し
●R02-2㈦"
H0323,【妹背】,≒,"けいごう
こんてい
こうれい",◆１,伉儷,"▼【妹背／妹兄】いもせ
1.愛し合う男女。夫婦。
2.兄と妹。まれに、姉と弟のこともいう。〈漢字ペディア〉
◇漢字ペディア大見出し","▼〔伉儷〕コウレイ
夫婦。伴侶。つれあい。配偶者。〈漢字ペディア〉
◇漢字ペディア大見出し
●R01-3㈦"
H0324,【末世】,≒,"ぎょうき
びょうえい
えきよう",◆１,澆季,"▼【末世】マッセ
1.道義がすたれ、乱れた世の中。すえの世。≒末代、澆季
2.(仏)仏法の衰えた末法の世。〈漢字ペディア〉
◇漢字ペディア大見出し","▼〔澆季〕ギョウキ
人情や道徳意識が薄れてこの世の終わりとも感じられるほど、乱れた世の中。末世。≒澆末〈漢字ペディア〉
◇漢字ペディア大見出し
●H18-1㈦"
H0325,【未曽有】,≒,"こうこ
しゅうぼく
ききょ",◆１,"曠古
昿古","▼【未曽有】ミゾウ／ミゾウウ
1.これまでになかった、素晴らしいこと、という賛嘆の語。梵語adbhutaの漢訳。
2.かつて一度なかったさま。未だ曽(ｶﾂ)て有らず。〈漢辞海〉
◇漢字ペディア大見出し","▼〔曠古〕コウコ
昔から前例のないこと。≒空前、未曽有〈漢字ペディア〉
★古(ｲﾆｼｴ)を曠(ﾑﾅ)しくする意。
◇漢字ペディア大見出し
●H24-2㈦"
H0326,【民草】,≒,"そうこく
そうもう
そうぼう",◆１,蒼氓,"▼【民草】たみくさ／たみぐさ
人民。民衆。たみ。〈漢字ペディア〉
★人民の数の多さを草にたとえた語。
◇漢字ペディア大見出し","▼〔蒼氓〕ソウボウ
┌人々。民衆。≒蒼生、蒼民〈漢辞海〉
┌もろもろのたみ。≒蒼生、蒼民〈字源〉
┌「蒼生」に同じ。〈漢字ペディア〉
┌民(ﾀﾐ)。人民。蒼生。〈大辞泉〉
◇漢字ペディア大見出し
●H18-2㈦"
H0327,【面妖】,≒,"しれつ
けげん
けっさ",◆１,怪訝,"▼【面妖】メンヨウ
不思議なこと。怪しいさま。〈漢字ペディア〉
◇漢字ペディア大見出し","▼〔怪訝〕ケゲン／カイガ
┌理由･事情がわからず合点がいかないこと。あやしみ、いぶかしく思うこと。〈漢字ペディア〉
┌不思議で納得がいかないこと。また、そのさま。〈大辞泉〉
◇漢字ペディア大見出し
●H16-2㈦"
H0328,【目蓋】,≒,"がいさい
ぼうし
がんけん",◆１,眼瞼,"▼【目蓋／瞼】まぶた
眼球を覆う皮膚のひだで、上下に分かれる部分。まなぶた。≒眼瞼〈漢字ペディア〉
◇漢字ペディア大見出し","▼〔眼瞼〕ガンケン
┌まぶた。〈漢字源〉
┌眼球の上下をおおい、開閉する部分。まぶた。〈漢字ペディア〉
◇漢字ペディア大見出し
●H19-3㈦"
H0329,【誘掖】,≒,"りゅうじょ
ていせい
こうえん",◆１,提撕,"▼【誘掖】ユウエキ
導き助けること。導き教えること。〈漢字ペディア〉
★「誘」は、前に居て導く。「掖」は、側から助ける。
◇漢字ペディア大見出し","▼〔提撕〕テイセイ／テイゼイ
┌1.手に提げて持つ。
├2.後輩や後進の者を教え導く。
└3.励ます。〈漢字源〉
┌1.師が弟子を奮起させ導くこと。特に禅宗で、師が語録や公案などを講義して導くこと。
├2.後進を教え導くこと。
└3.奮い起こすこと。盛んにすること。〈大辞泉〉
◇漢字ペディア小見出し
●H25-2㈦"
H0330,【余命】,≒,"よおう
ざんぜん
かんたん",◆１,残喘,"▼【余命】ヨメイ
死ぬまでに残っているいのち。≒余生〈漢字ペディア〉
◇漢字ペディア大見出し","▼〔残喘〕ザンゼン
残り少ない余命。余生。≒残生〈漢字ペディア〉
◇漢字ペディア大見出し
●H29-2㈦"
H0331,【与同】,≒,"しょくろく
あくらつ
さたん",◆１,左袒,"▼【与同】ヨドウ
同意して力を貸すこと。仲間にはいること。また、その人。〈日本国語大辞典〉","▼〔左袒〕サタン
人の意見に賛成して、味方をすること。
★中国、漢の太尉の周勃(ｼｭｳﾎﾞﾂ)が帝室劉氏(ﾘｭｳｼ)を守って、権勢を振るっていた呂太后(ﾘｮﾀｲｺﾞｳ)の呂氏一族を討とうとしたとき、全軍に向かって呂氏に味方する者は右袒せよ、劉氏に味方する者は左袒せよと言い、全員が左袒(衣の袖を脱いで肩を現すこと)した故事による。〈漢字ペディア〉
◇漢字ペディア大見出し
●H21-3㈦"
H0332,【来駕】,≒,"ひりん
ちょうきん
きき",◆１,賁臨,"▼【来駕】ライガ
身分の高い人や目上の人が訪ねてくることを敬った言い方。おいでいただくこと。〈漢字ペディア〉
◇漢字ペディア大見出し","▼〔賁臨〕ヒリン
┌他人が自分の家に訪れてくることを敬って言うことば。おいでになる。御光来。御光臨。〈新漢和大字典〉
┌御来臨。御光臨。〈字通〉
┌客を敬って、その来訪をいう語。光来。光臨。来臨。〈大辞泉〉
┌客が訪れてくることの敬称。お越し。≒光臨〈漢字ペディア〉
◇漢字ペディア大見出し
●H22-3㈦／●H24-2㈦"
H0333,【落魄】,≒,"せんめつ
らいらく
ちんりん",◆１,沈淪,"▼【落魄】ラクハク／ラクバク／ラクタク
おちぶれること。≒零落〈漢字ペディア〉
◇漢字ペディア大見出し","▼〔沈淪〕チンリン
┌1.深く沈むこと。
└2.落ちぶれること。≒零落〈漢字ペディア〉
┌1.深く沈み込む。
└2.おちぶれる。≒零落、淪落〈日本国語大辞典〉
◇漢字ペディア大見出し
●H20-3㈦"
H0334,【乱雑】,≒,"きかく
ろうすい
ろうぜき",◆１,狼藉,"▼【乱雑】ランザツ
秩序だっておらず、ばらばらに散らかっているさま。入りまじって整理されていないこと。だらしのないさま。〈漢字ペディア〉
◇漢字ペディア大見出し","▼〔狼藉〕ロウゼキ
1.取り散らかって乱雑なこと。
2.乱暴で無法な行い。〈漢字ペディア〉
★狼が草を藉(ｼ)いて寝たあとの乱れたようすから。
◇漢字ペディア大見出し
●H21-2㈦"
H0335,【乱丁】,≒,"しんろう
あんとく
さっかん",◆１,錯簡,"▼【乱丁】ランテイ
書物のページの順序が、とじちがえられていること。また、そのページ。≒落丁〈漢字ペディア〉
◇漢字ペディア大見出し","▼〔錯簡〕サッカン
書物の紙の順序があやまっていること。また、文字･文章の前後の乱れ。〈漢字ペディア〉
★竹簡が入り交じる意。
◇漢字ペディア大見出し
●H24-1㈦"
H0336,【濫觴】,≒,"はらん
しょうけつ
ようらん",◆１,揺籃,"▼【濫觴】ランショウ
物事の最初。起こり。起源。〈漢字ペディア〉
★揚子江も源に遡れば、觴(ｻｶｽﾞｷ)を濫(ｳ)かべるほどの細流であったとの意から。一説に、「濫」は、あふれる意で、觴を溢れさせるほどのわずかな水流をいうとも。
◇漢字ペディア大見出し","▼〔揺籃〕ヨウラン
┌1.「揺籠(ゆりかご)」に同じ。
└2.物事が発展する最初の時期や場所。〈漢字ペディア〉
┌1.ゆりかご。
├2.幼少期。
└3.物事の初期、発祥地のたとえ。〈漢辞海〉
┌1.ゆりかご。
└2.幼児期。また、物事が発展する初めの時期や場所。〈大辞泉〉
◇漢字ペディア大見出し
●H30-1㈦"
H0337,【流浪】,≒,"はせん
ほうふつ
かんすい",◆１,播遷,"▼【流浪】ルロウ
あてどもなく、さまよい歩くこと。さすらうこと。≒浮浪、放浪〈漢字ペディア〉
◇漢字ペディア大見出し","▼〔播遷〕ハセン
遠くをさすらうこと。遠国をさまよい歩くこと。〈日本国語大辞典〉
●H27-1㈦"
H0338,【凌虐】,≒,"きょうだ
こうゆ
じゅうりん",◆１,"蹂躪
蹂躙","▼【凌虐／陵虐】リョウギャク
虐げて痛めつけること。はずかしめ、いじめること。〈漢字ペディア〉
◇漢字ペディア大見出し","▼〔蹂躪〕ジュウリン
権力や腕力で相手の権利などをふみにじること。〈漢字ペディア〉
◇漢字ペディア大見出し
●H20-2㈦"
H0339,【累世】,≒,"えきよう
えんおう
せんげ",◆１,奕葉,"▼【累世】ルイセイ
世を重ねること。代々。累代。るいせ。〈日本国語大辞典〉","▼〔奕葉〕エキヨウ
┌世を重ねること。世々。代々。累世。奕世(ｴｷｾｲ)。〈大辞泉〉
┌「奕世（ｴｷｾｲ:代々。よよ。世を重ねること。≒奕葉、累世、累代）」に同じ。〈漢字ペディア〉
◇漢字ペディア大見出し
●H26-1㈦"
H0340,【朗報】,≒,"きっそう
おんこう
ほうひ",◆１,吉左右,"▼【朗報】ロウホウ
よい知らせ。明るい知らせ。≒吉報、⇔悲報〈漢字ペディア〉
◇漢字ペディア大見出し","▼〔吉左右〕キッソウ
1.良い便り。喜ばしい知らせ。≒吉報
2.良いか悪いか、どちらかの便り。〈漢字ペディア〉
★「左右」は知らせ･便りの意。
◇漢字ペディア大見出し
●H29-2㈦"
H0341,【牢記】,≒,"えんざん
れいぎょ
ふくよう",◆１,服膺,"▼【牢記】ロウキ
かたく心のなかにとどめて記憶すること。≒銘記〈漢字ペディア〉
◇漢字ペディア大見出し","▼〔服膺〕フクヨウ
┌心にしっかりとどめて、片時も忘れないこと。〈漢字ペディア〉
┌他人の戒め･命令などをしっかりと心にとめて忘れないこと。忘れずに守ること。相手のことばを受け入れて実行すること。〈日本国語大辞典〉
◇漢字ペディア大見出し
●H22-2㈦"
H0342,【老大家】,≒,"こうりょう
きしゅく
もうろく",◆１,耆宿,"▼【老大家】ロウタイカ
年功や経験を積んで、その道にすぐれた老人。〈大辞泉〉","▼〔耆宿〕キシュク
経験豊かで学徳の備わった老人。≒宿老〈漢字ペディア〉
◇漢字ペディア大見出し
●H22-3㈦"
H0343,【仄日】,≒,"ひっきょう
らっき
あゆ",◆１,落暉,"▼【仄日】ソクジツ
┌夕日。夕方のかたむいた太陽。≒斜陽〈漢字ペディア〉
┌西に傾く日。夕日。斜陽。〈日本国語大辞典〉
┌夕方のかたむいた太陽。夕日。
◇漢字ペディア大見出し","▼〔落暉〕ラッキ
沈みかけている太陽。夕日。入り日。≒落陽〈漢字ペディア〉
◇漢字ペディア大見出し
●H21-2㈦／●H23-2㈦"
H0344,【倥偬】,≒,"はんげき
かんか
こうれい",◆１,繁劇,"▼【倥偬】コウソウ
┌1.忙しくてあわただしいさま。
└2.うろたえるさま。〈漢字源〉
┌あわただしいさま。いそがしいさま。せわしないさま。〈漢字ペディア〉
◇漢字ペディア大見出し","▼〔繁劇〕ハンゲキ
仕事がこまごましていて、非常に忙しいこと。また、そのさま。≒繁忙〈漢字ペディア〉
◇漢字ペディア大見出し
●H25-1㈦"
H0345,【儔侶】,≒,"せいはい
てんぼ
ゆうぶつ",◆１,儕輩,"▼【儔侶】チュウリョ
仲間。ともがら。〈漢字ペディア〉
◇漢字ペディア大見出し","▼〔儕輩〕セイハイ
┌仲間。ともがら。〈漢字源〉
┌なかま。同輩。〈字通〉
┌同じ仲間。ともがら。同類。≒同輩〈漢字ペディア〉
◇漢字ペディア大見出し
●H19-3㈦／●H22-1㈦／●H26-3㈦"
H0346,【冀求】,≒,"せんぼう
りんせい
しょき",◆１,庶幾,"▼【冀求／希求】キキュウ
こうあってほしいと強く願い求めること。こいねがうこと。≒熱望、切望〈漢字ペディア〉
◇漢字ペディア大見出し","▼〔庶幾〕ショキ
1.望み願うこと。いちずに希望すること。
2.きわめて似ること。近似すること。
◇漢字ペディア小見出し
●H20-2㈦／●H28-1㈦"
H0347,【甸服】,≒,"ちょうぶく
りょうしゅう
きない",◆１,畿内,"▼【甸服】デンプク
中国、古代の五服（五つの地域）の一つ。王城の周囲、各五百里以内の天子に直属した地。畿内(ｷﾅｲ)。〈漢字ペディア〉
◇漢字ペディア大見出し","▼〔畿内〕キナイ／キダイ
山城(ﾔﾏｼﾛ)･大和(ﾔﾏﾄ)･河内(ｶﾜﾁ)･和泉(ｲｽﾞﾐ)･摂津(ｾｯﾂ)の五か国の総称。五畿内。〈漢字ペディア〉
◇漢字ペディア大見出し
●H27-2㈦"
