ID,難易度,四字熟語,読み,別読み,問題,問題読み,解答,別答,解答読み,出典,意味
D0243,◆１,雷霆万鈞,らいていばんきん,,万鈞,ばんきん,雷霆,,らいてい,＊『漢書-賈山伝』,"➡雷霆万鈞（らいていばんきん）
威勢が極めて大きく防ぎとめることのできないたとえ。〈漢検四字熟語辞典〉
★「雷霆」は、雷のとどろき。転じて威力などが激しいことの形容。
★「万鈞」は、きわめて重いこと。鈞は重さの単位で、周代では一鈞が7.7kg。
★雷鳴のとどろきがきわめて大きく重い意。
類：雷轟電撃（らいごうでんげき）
●H25-1㈣書"
D0244,◆１,竜攘虎搏,りょうじょうこはく,りゅうじょうこはく,竜攘,りょうじょう,虎搏,,こはく,＊『和田垣謙三-兎糞録･三』,"➡竜攘虎搏（りょうじょうこはく／りゅうじょうこはく）
強い者同士が激しく戦うこと。〈漢検四字熟語辞典〉
★「攘」は、はらう意。
★「搏」は、打つ意。
★竜と虎が激しく戦う意。
類：竜戦虎争（りょうせんこそう）
●H20-3㈣書／●H30-1㈣書"
D0245,◆１,緊褌一番,きんこんいちばん,,一番,いちばん,緊褌,,きんこん,＊『或る女-後･三〇』,"➡緊褌一番（きんこんいちばん）
気持ちを引き締めて物事に取り組むこと。大勝負の前の心構えを言ったもの。〈漢検四字熟語辞典〉
★「緊褌」は、褌(ﾌﾝﾄﾞｼ)を引き締めること。
★「一番」は、ここ一番という大事なときの意。
●H10-1㈣書／●H18-1㈣書／●H21-3㈣書／●H29-3㈣書"
D0246,◆１,斎戒沐浴,さいかいもくよく,,斎戒,さいかい,沐浴,,もくよく,＊『孟子-離婁･下』,"➡斎戒沐浴（さいかいもくよく）
神仏にお祈りする前に、飲食や行動を慎み身を洗い清めること。〈漢検四字熟語辞典〉
★「斎」は、心の不浄を清めること。
★「戒」は、過ちをいましめること。
★「沐浴」は、髪と体を洗って身を清めること。
★略して「斎沐」ともいう。
類：沐浴斎戒（もくよくさいかい）／類：精進潔斎（しょうじんけっさい）
●H07-3㈣書"
D0247,◆１,雕文刻鏤,ちょうぶんこくる,ちょうぶんこくろう,刻鏤,こくる,雕文,彫文,ちょうぶん,＊『漢書-景帝紀』,"➡雕文刻鏤／彫文刻鏤（ちょうぶんこくる／ちょうぶんこくろう）
文章中の字や句を美しくかざること。〈漢検四字熟語辞典〉
★「雕文」は、模様を彫刻すること。また、彫刻された模様の事。
★「刻鏤」は、ほりつける、きざむ。木に彫りつけるのを刻、金属に彫りつけるのを鏤という。
●H10-2㈣書"
D0248,◆１,鞠躬尽瘁,きっきゅうじんすい,,尽瘁,じんすい,鞠躬,,きっきゅう,＊『諸葛亮-後出師表』,"➡鞠躬尽瘁（きっきゅうじんすい）
ひたすら心を尽くして骨折り国事につとめること。〈漢検四字熟語辞典〉
★「鞠躬」は、身をかがめて敬いつつしむ意。転じて、心を尽くして骨折ること。
★「尽瘁」は、力を尽くして骨折る。
「鞠躬尽瘁、死して後已(ﾉﾁﾔ)む」
●H16-1㈣書／●H19-1㈣書／●H28-3㈣書／●H30-3㈣書"
D0249,◆１,竜吟虎嘯,りょうぎんこしょう,りゅうぎんこしょう,竜吟,りょうぎん,虎嘯,,こしょう,＊『張衡-帰田賦』,"➡竜吟虎嘯（りょうぎんこしょう／りゅうぎんこしょう）
同類は相応じ従うということ。また、人の歌声が清く澄んで響き渡ることをいう。〈漢検四字熟語辞典〉
★竜が吟ずれば雲がおこり、虎が嘯(ｳｿﾌﾞ)けば風が生ずるといわれる。
「竜吟(ｷﾞﾝ)じ虎嘯(ｳｿﾌﾞ)く」
●H14-2㈣書"
D0250,◆１,𠮟咤激励,しったげきれい,,激励,げきれい,𠮟咤,叱咤,しった,＊『島原半島』,"➡𠮟咤激励／叱咤激励（しったげきれい）
大声で励まして、奮い立たせること。〈漢検四字熟語辞典〉
★「叱咤」は、大声でしかること。転じて、大声で励ますこと。
★「激励」は、励まして元気づける意。
類：鼓舞激励（こぶげきれい）／類：叱咤督励（しったとくれい）／類：啓発激励（けいはつげきれい）
●H09-2㈣書／●H15-3㈣書／●H23-2㈣書"
D0251,◆１,竜攘虎搏,りょうじょうこはく,りゅうじょうこはく,虎搏,こはく,竜攘,,りょうじょう,＊『和田垣謙三-兎糞録･三』,"➡竜攘虎搏（りょうじょうこはく／りゅうじょうこはく）
強い者同士が激しく戦うこと。〈漢検四字熟語辞典〉
★「攘」は、はらう意。
★「搏」は、打つ意。
★竜と虎が激しく戦う意。
類：竜戦虎争（りょうせんこそう）
●H20-3㈣書／●H30-1㈣書"
D0252,◆１,竜蟠虎踞,りょうばんこきょ,りゅうばんこきょ,竜蟠,りょうばん,虎踞,,こきょ,＊『李白-永王東巡歌』,"➡竜蟠虎踞／竜盤虎踞（りょうばんこきょ／りゅうばんこきょ）
険しい地勢。攻めるのに困難で守るのに便利な地勢。転じて、ある場所を占拠して権勢をふるうこと。また、文章などの勢いが盛んなことにもいう。〈漢検四字熟語辞典〉
★「竜蟠」は、竜がとぐろを巻くこと。
★「虎踞」は、虎がうずくまる意。
●H11-2㈣書／●H17-1㈣書／●H24-2㈣書"
D0253,◆１,偃武修文,えんぶしゅうぶん,,修文,しゅうぶん,偃武,,えんぶ,＊『書経-武成』,"➡偃武修文（えんぶしゅうぶん）
世の中が穏やかで平和なこと。〈漢検四字熟語辞典〉
★戦いをやめて（偃武）、学問･教養を高める（修文）ということから。
類：偃武恢文（えんぶかいぶん）／類：天下泰平（てんかたいへい）
「武(ﾌﾞ)を偃(ﾌ)せて文(ﾌﾞﾝ)を修(ｵｻ)む」
●H08-1㈣書／●H15-3㈣書／●H17-3㈣書／●H22-3㈣書／●H26-2㈣書"
D0254,◆１,衆賢茅茹,しゅうけんぼうじょ,,衆賢,しゅうけん,茅茹,,ぼうじょ,＊『易経-泰』,"➡衆賢茅茹（しゅうけんぼうじょ）
多くの賢人が協力し合うこと。〈漢検四字熟語辞典〉
★「衆賢」は、たくさんの賢者のこと。
★「茅茹」は、茅(ﾁｶﾞﾔ)の根が連なっているさまをいう語。
★賢人は自分だけが重用されればよいというような考え方はしないということ。
●R01-3㈣書"
D0255,◆１,尾大不掉,びだいふとう,,尾大,びだい,不掉,,ふとう,＊『春秋左氏伝-昭公一一年』,"➡尾大不掉（びだいふとう）
臣下の力が強くてのさばり、君主の統制が取れないこと。〈漢検四字熟語辞典〉
★尾が大きすぎて、自分の力では振り動かせないこと。
「尾大(ﾋﾞﾀﾞｲ)なれば掉(ﾌ)れず」
「尾(ｵ)大きくして掉(ﾌ)れず」
●H13-2㈣書"
D0256,◆１,嚆矢濫觴,こうしらんしょう,,嚆矢,こうし,濫觴,,らんしょう,＊『不明』,"➡嚆矢濫觴（こうしらんしょう）
物事の始まり、おこり。〈漢検四字熟語辞典〉
★「嚆矢」は、かぶら矢の意で、昔戦いの開始のしるしにかぶら矢を敵陣に射かけたことから、物事のはじまりをいう。
★「濫觴」は、大河もそのはじまりは觴(ｻｶｽﾞｷ)にあふれるほどの小さな流れであることから、同じく物事のはじめの意。
●H06-1㈣書／●H14-3㈣書"
D0257,◆１,牽攣乖隔,けんれんかいかく,,乖隔,かいかく,牽攣,,けんれん,＊『白居易-与微之書』,"➡牽攣乖隔（けんれんかいかく）
心は互いにひかれあいながら遠くへ隔たっていること。〈漢検四字熟語辞典〉
★「牽攣」は、互いに心引かれる意。
★「乖隔」は、遠く離れていること。
●H17-3㈣書／●H24-3㈣書／●H27-2㈣書"
D0258,◆１,驥服塩車,きふくえんしゃ,,塩車,えんしゃ,驥服,,きふく,＊『戦国策-楚策』,"➡驥服塩車（きふくえんしゃ）
すぐれた人物が、低い地位にいたり、つまらない仕事をさせられること。〈漢検四字熟語辞典〉
★「驥」は、一日に千里を走るという駿馬のこと。
★「服」は、馬車を引かせる意。
★「塩車」は、塩を運ぶ車。
★名馬が塩を積んだ車を引く意から。
類：大器小用（たいきしょうよう）／類：大材小用（たいざいしょうよう）
「驥(ｷ)、塩車(ｴﾝｼｬ)に服(ﾌｸ)す」
●H10-2㈣書"
D0259,◆１,瑶林瓊樹,ようりんけいじゅ,,瑶林,ようりん,瓊樹,,けいじゅ,＊『世説新語-賞誉』,"➡瑶林瓊樹／瑤林瓊樹（ようりんけいじゅ）
人品が卑しくなく高潔で、人並みすぐれていること。〈漢検四字熟語辞典〉
★玉のように美しい林や木の意。
●H10-3㈣書／●H16-3㈣書／●H21-3㈣書／●H24-2㈣書"
D0260,◆１,衣錦尚絅,いきんしょうけい,,衣錦,いきん,尚絅,,しょうけい,＊『中庸-三三』,"➡衣錦尚絅（いきんしょうけい）
才能や徳を外にあらわに出さないこと。〈漢検四字熟語辞典〉
★「尚」は、加える、添え着すること。
★錦を衣(ｷ)てその上に薄絹（絅）をかける意。
「錦(ﾆｼｷ)を衣(ｷ)て絅(ｹｲ)を尚(ｸﾜ)う」
●H22-2㈣書／●H24-1㈣書／●H26-1㈣書／●H27-3㈣書"
D0261,◆１,薏苡明珠,よくいめいしゅ,,明珠,めいしゅ,薏苡,,よくい,＊『後漢書-馬援伝』,"➡薏苡明珠（よくいめいしゅ）
無実の嫌疑をかけられること。〈漢検四字熟語辞典〉
★「薏苡」は、はとむぎ。花は数珠玉に似ており白い種子は食用･薬用にされる。
★「明珠」は、宝玉。
★中国後漢の馬援が、交趾(ｺｳｼ:今のベトナム)から持ち帰った車一台分の薏苡の実を都の人々は南方の珍しいものだとおもい、宝玉だと天子に讒言する者もあり天子の怒りに触れたという故事から。
●H08-2㈣書／●H22-2㈣書／●H27-1㈣書／●H29-1㈣書"
D0262,◆１,嚆矢濫觴,こうしらんしょう,,濫觴,らんしょう,嚆矢,,こうし,＊『不明』,"➡嚆矢濫觴（こうしらんしょう）
物事の始まり、おこり。〈漢検四字熟語辞典〉
★「嚆矢」は、かぶら矢の意で、昔戦いの開始のしるしにかぶら矢を敵陣に射かけたことから、物事のはじまりをいう。
★「濫觴」は、大河もそのはじまりは觴(ｻｶｽﾞｷ)にあふれるほどの小さな流れであることから、同じく物事のはじめの意。
●H06-1㈣書／●H14-3㈣書"
D0263,◆１,燕頷虎頸,えんがんこけい,,虎頸,こけい,燕頷,,えんがん,＊『後漢書-班超伝』,"➡燕頷虎頸（えんがんこけい）
燕のような顎(ｱｺﾞ)と、虎のような頸(ｸﾋﾞ)。遠国の諸侯となる人相をいう。〈漢検四字熟語辞典〉
★「燕頷」は、武力に秀でた人物の骨相。
★中国後漢の班超(ﾊﾝﾁｮｳ)は生まれながらに燕のようなあごと虎のような頸をしており、はじめ官に雇われ筆書の仕事をしていた。あるとき筆を投じて異域で戦功を立てた張騫(ﾁｮｳｹﾝ)のようにありたいと志し、占い師に見せた所、遠方で侯に封ぜられる人相という。果たしてのち万里の外に遠征し戦勝して定遠侯(ﾃｲｴﾝｺｳ)に封ぜられた故事から。
類：燕頷虎頭（えんがんことう）／類：燕頷投筆（えんがんとうひつ）
●H13-1㈣書／●H15-2㈣書／●H25-1㈣書"
D0264,◆１,一望無垠,いちぼうむぎん,,一望,いちぼう,無垠,,むぎん,＊『不明』,"➡一望無垠（いちぼうむぎん）
ひと目で彼方まで広々と見渡されること。〈漢検四字熟語辞典〉
★「無垠」は、果てしないこと。「垠」は地の果て。
類：一望千頃（いちぼうせんけい）／類：天涯一望（てんがいいちぼう）／類：一望千里（いちぼうせんり）
「一望(ｲﾁﾎﾞｳ)垠(ﾊﾃ)無し」
●H28-1㈣書"
D0265,◆１,姸姿艶質,けんしえんしつ,,艶質,えんしつ,姸姿,妍姿,けんし,＊『白居易-李夫人』,"➡姸姿艶質／妍姿艶質（けんしえんしつ）
美しく艶やかな姿や肉体のこと。〈漢検四字熟語辞典〉
★「姸」と「艶」は、なまめかしい、あでやかの意。
★「艶質」は、あでやかな生まれつきのこと。
●H27-1㈣書"
D0266,◆１,瑶林瓊樹,ようりんけいじゅ,,瓊樹,けいじゅ,瑶林,瑤林,ようりん,＊『世説新語-賞誉』,"➡瑶林瓊樹／瑤林瓊樹（ようりんけいじゅ）
人品が卑しくなく高潔で、人並みすぐれていること。〈漢検四字熟語辞典〉
★玉のように美しい林や木の意。
●H10-3㈣書／●H16-3㈣書／●H21-3㈣書／●H24-2㈣書"
D0267,◆１,萍水相逢,へいすいそうほう,,相逢,そうほう,萍水,,へいすい,＊『王勃-滕王閣序』,"➡萍水相逢（へいすいそうほう）
人と人とが偶然に知り合いになること。〈漢検四字熟語辞典〉
★萍(ｳｷｸｻ)と水とが出会うように、旅先などで偶然知り合いになる意。
「萍水(ﾍｲｽｲ)相(ｱｲ)逢(ｱ)う」
●H26-1㈣書"
D0268,◆１,撼天動地,かんてんどうち,,動地,どうち,撼天,,かんてん,＊『不明』,"➡撼天動地（かんてんどうち）
活動の目覚ましいことの形容。また、音声の大きいことのたとえ。〈漢検四字熟語辞典〉
★「撼」は、揺り動かす意。
★天地を揺り動かす意。
類：震天動地（しんてんどうち）／類：驚天動地（きょうてんどうち）／類：震天駭地（しんてんがいち）
●R01-3㈣書"
D0269,◆１,海市蜃楼,かいししんろう,,海市,かいし,蜃楼,,しんろう,＊『駢字類編-四六引･隋唐遺事』,"➡海市蜃楼（かいししんろう）
現実性に乏しい考えや理論。また、根拠がなくありもしないこと。〈漢検四字熟語辞典〉
★「海市」と「蜃楼」は、蜃気楼のこと。
類：空中楼台（くうちゅうろうだい）／類：蜃楼海市（しんろうかいし）／類：砂上の楼閣（さじょうのろうかく）
●H06-1㈣書／●H15-3㈣書／●H22-1㈣書／●H29-2㈣書／●R01-1㈣書"
D0270,◆１,鏤塵吹影,ろうじんすいえい,るじんすいえい,吹影,すいえい,鏤塵,,ろうじん,＊『関尹子･一字』,"➡鏤塵吹影（ろうじんすいえい／るじんすいえい）
無駄な努力。やりがいのないことのたとえ。〈漢検四字熟語辞典〉
★影を吹いて動かそうとしたり、塵(ﾁﾘ)に彫刻しようとする意から。
類：吹影鏤塵（すいえいろうじん／すいえいるじん）
「影(ｶｹﾞ)を吹き塵(ﾁﾘ)に鏤(ﾁﾘﾊﾞ)む」
●H07-1㈣書／●H29-3㈣書"
