ID,問題,語群,難易度,解答,別答,出典,意味,四字熟語,ハイライト
E0193,男女が小声で親しく語り合うさま。,"[縷縷]綿綿
嘔啞[嘲哳]
喋喋[喃喃]
風雨[対牀]",◆１,なんなん,,＊『内地雑居未来之夢･一一』,"喋喋喃喃（ちょうちょうなんなん）
★「喋喋」は、口数多くしきりにしゃべるさま。
★「喃喃」は、小声でささやくさま。
類：喃喃喋喋（なんなんちょうちょう）",喋喋喃喃,喃喃
E0194,内心びくびくしながら相手を脅す。,"[恫疑]虚喝
[竜驤]虎視
呉牛[喘月]
遅疑[逡巡]",◆１,どうぎ,,＊『史記-蘇秦伝』,"恫疑虚喝（どうぎきょかつ）
★「恫疑」は、恐れてためらう。
★「虚喝」は、虚勢をはっておどすこと。からおどし。こけおどし。
★略して「恫喝」ともいう。",恫疑虚喝,恫疑
E0195,筆勢の軽快で勢いのあるたとえ。,"朱墨[爛然]
筆力[扛鼎]
[竜驤]虎視
兎起[鶻落]",◆１,こつらく,,＊『蘇軾-文与可画篔簹谷偃竹記』,"兎起鶻落（ときこつらく）
★野兎(ﾉｳｻｷﾞ)が跳びあがり、鶻(ﾊﾔﾌﾞｻ)が急激に飛び下りるような勢いをいう。",兎起鶻落,鶻落
E0196,環境が変化すれば性質も変化する。,"北轍[南轅]
子墨[兎毫]
[越鳧]楚乙
南橘[北枳]",◆１,ほくき,ほっき,＊『晏子春秋-内篇･雑･下』,"南橘北枳（なんきつほくき／なんきつほっき）
★江南の橘(ﾀﾁﾊﾞﾅ)を江北に移植すると食べられない枳(ｶﾗﾀﾁ)に変わることから。
類：墨子泣糸（ぼくしきゅうし）",南橘北枳,北枳
E0197,天子の恩威が国中に行き渡ること。,"好評[嘖嘖]
天威[咫尺]
[阮簡]曠達
[南洽]北暢",◆１,なんこう,,＊『漢書-終軍伝』,"南洽北暢（なんこうほくちょう）
★南にひろまり（南洽）、北にのびる（北暢）意。",南洽北暢,南洽
E0198,済んだ酒席の散乱するさま。,"[驕奢]淫逸
[樽俎]折衝
宴安[鴆毒]
杯盤[狼藉]",◆１,ろうぜき,,＊『史記-淳于髡伝』,"杯盤狼藉／盃盤狼藉（はいばんろうぜき）
★「杯盤」は、杯と皿や小鉢のこと。
★「狼藉」は、狼が草を藉(ｼ)いて寝たあとが乱れているさまをいう。
類：落花狼藉（らっかろうぜき）",杯盤狼藉,狼藉
E0199,多くの資料を挙げて物事を論じる。,"按図[索驥]
流言[蜚語]
博引[旁証]
[洽覧]深識",◆１,ぼうしょう,,＊『緑蔭茗話』,"博引旁証（はくいんぼうしょう）
★「博引」は、広く資料を集めて引用すること。
★「旁証」は、あまねく根拠を示すこと。
類：博引旁捜（はくいんぼうそう）
類：考証該博（こうしょうがいはく）",博引旁証,旁証
E0200,隠れている人材を探し出し用いる。,"[舐痔]得車
爬羅[剔抉]
[黜陟]幽明
騎驢[覓驢]",◆１,てっけつ,てきけつ,＊『韓愈-進学解』,"爬羅剔抉（はらてきけつ／はらてっけつ）
★「爬」は、爪などで掻き寄せる。
★「羅」は、網で鳥を残らず捕る。
★「剔」「抉」は、そぎ取る、えぐり取る。",爬羅剔抉,剔抉
E0201,物事が複雑で処理に厄介なこと。,"[紆余]委蛇
[蠹居]棊処
泣斬[馬謖]
[槃根]錯節",◆１,ばんこん,,＊『後漢書-虞詡伝』,"槃根錯節／盤根錯節（ばんこんさくせつ）
★「槃根」は、地中で曲がりくねっている木の根のこと。
★「錯節」は、入り組んだ木の節の意。
類：紆余曲折（うよきょくせつ）
類：複雑多岐（ふくざつたき）",槃根錯節,槃根
E0202,困難を克服して前進するたとえ。,"[砥礪]切磋
[槃根]錯節
切歯[扼腕]
披荊[斬棘]",◆１,ざんきょく,,＊『後漢書-馮異伝』,"披荊斬棘（ひけいざんきょく）
★いばら（荊棘）の道を斬り披(ﾋﾗ)いて前へ進むこと。
「荊(ｲﾊﾞﾗ)を披(ﾋﾗ)き棘(ｲﾊﾞﾗ)を斬(ｷ)る」",披荊斬棘,斬棘
E0203,批評の態度が厳正なことをいう。,"[禍棗]災梨
[俛首]帖耳
筆削[褒貶]
[口誅]筆伐",◆１,ほうへん,,＊『経学歴史』,"筆削褒貶（ひっさくほうへん）
★「筆削」は、書くべきものは書き、取り去るべきものは削ること。
★「褒貶」は、褒めるべきところは褒め、貶(ｹﾅ)すべきところは貶すこと。",筆削褒貶,褒貶
E0204,文章の力強さをいう。,"剽疾[軽悍]
筆力[扛鼎]
同心[戮力]
疾風[勁草]",◆１,こうてい,,＊『韓愈-病中贈張十八･詩』,"筆力扛鼎（ひつりょくこうてい）
★「扛鼎」は鼎(ｶﾅｴ:三脚の銅器)を持ち上げる意。
★筆勢が鼎を持ち上げるほど強くてすばらしいと、韓愈(ｶﾝﾕ)が張籍(ﾁｮｳｾｷ)の文章をほめたたえた言葉から。
「筆力鼎(ｶﾅｴ)を扛(ｱ)ぐ」",筆力扛鼎,扛鼎
E0205,法制に従わず横暴に振る舞う。,"[侈衣]美食
[軽佻]浮薄
豪放[磊落]
飛揚[跋扈]",◆１,ばっこ,,＊『北史-斉神武紀』,"飛揚跋扈（ひようばっこ）
★「飛揚」は、猛禽が飛び上がること。
★「跋扈」は、大魚が竹垣(扈)を跳びこえて逃げること。
★猛々しい鳥が飛び上がり、大きな魚が跳ね上がる意。
類：跳梁跋扈（ちょうりょうばっこ）
類：横行闊歩（おうこうかっぽ）",飛揚跋扈,跋扈
E0206,卑屈な態度で諂うさま。,"[俛首]帖耳
[躡足]附耳
韓信[匍匐]
[草廬]三顧",◆１,ふしゅ,,＊『韓愈-応科目時与人書』,"俛首帖耳／俯首帖耳（ふしゅちょうじ）
★「俛首」は、頭を下げる意。
★「帖耳」は、耳を垂れる意。
★犬が飼い主に服従するようすをいう。
「首(ｺｳﾍﾞ)を俛(ﾌ)し耳を帖(ﾀ)る」",俛首帖耳,俛首
E0207,自惚れが強いことのたとえ。,"[弊帚]千金
余裕[綽綽]
[茫然]自失
[擲果]満車",◆１,へいそう,,＊『東観漢紀-光武帝』,"弊帚千金／敝帚千金（へいそうせんきん）
★やぶれたほうき（弊帚）を千金の価値があると考えるという意。つまらない自分の物を貴重と考えること。
類：千金弊帚（せんきんへいそう）",弊帚千金,弊帚
E0208,多くの人ににらまれること。,"千荊[万棘]
[竜驤]虎視
右顧[左眄]
万目[睚眥]",◆１,がいさい,,＊『紅楼夢-五回』,"万目睚眥（まんもくがいさい／ばんもくがいさい）
★「万目」は、多くの人の目。転じて、多くの人。
★「睚眥」は、目をかどに立ててにらむこと。
類：百口嘲謗（ひゃっこうちょうぼう）",万目睚眥,睚眥
E0209,失敗を恐れず直向きに臨むさま。,"日月[逾邁]
驚心[動魄]
勇気[凜凜]
[撼天]動地",◆１,りんりん,,＊『今東光-夜の客』,"勇気凜凜（ゆうきりんりん）
★「凜凜」は、勇気の盛んなさま。また、姿や形のりりしいさま。",勇気凜凜,凜凜
E0210,寛裕な心で学芸の興趣を味わう。,"安閑[恬静]
優游[涵泳]
潑墨[淋漓]
陶朱[猗頓]",◆１,かんえい,,＊『論語-為政･集注』,"優游涵泳（ゆうゆうかんえい）
★「優游」は、ゆったりとしてこせつかないこと。
★「涵泳」は、水にひたり泳ぐ意から、ゆったりひたり味わう意。",優游涵泳,涵泳
E0211,物事の後に残る風情のたとえ。,"虚無[縹渺]
[春蚓]秋蛇
瑣砕[細膩]
余韻[嫋嫋]",◆１,じょうじょう,,＊『蘇軾-前赤壁賦』,"余韻嫋嫋／余音嫋嫋（よいんじょうじょう）
★「嫋嫋」は、音や声の細く長く続くさま。",余韻嫋嫋,嫋嫋
E0212,女性の蠱惑的な容姿や仕草。,"[姸姿]艶質
人心[収攬]
風光[明媚]
妖姿[媚態]",◆１,びたい,,＊『本事詩-人面桃花』,"妖姿媚態（ようしびたい）
★「妖姿」は、なまめかしく美しい姿。
★「媚態」は、なまめかしくこびるさま。",妖姿媚態,媚態
E0213,花びらが乱れ散るさま。,"落英[繽紛]
百花[繚乱]
桜花[爛漫]
[墜茵]落溷",◆１,ひんぷん,,＊『陶潜-桃花源記』,"落英繽紛（らくえいひんぷん）
★「落英」は、散り落ちる花びら。
★「繽紛」は、盛んなさま。また、乱れ混じるさま。",落英繽紛,繽紛
E0214,強豪同士が激しく戦うさま。,"竜吟[虎嘯]
[竜驤]虎視
竜蟠[虎踞]
竜攘[虎搏]",◆１,こはく,,＊『和田垣謙三-兎糞録･三』,"竜攘虎搏（りょうじょうこはく／りゅうじょうこはく）
★「攘」は、はらう意。
★「搏」は、打つ意。
★竜と虎が激しく戦う意。
類：竜戦虎争（りょうせんこそう）",竜攘虎搏,虎搏
E0215,小さな欠陥や油断が命取りである。,"因循[苟且]
形容[枯槁]
[螻蟻]潰堤
[魚爛]土崩",◆１,ろうぎ,,＊『韓非子-喩老』,"螻蟻潰堤（ろうぎかいてい）
★螻(ｹﾗ)や蟻のような小さな虫があけた穴でも、堤防を崩壊させる原因になることがあるという意。
類：小隙沈舟（しょうげきちんしゅう）
「螻蟻堤(ﾂﾂﾐ)を潰(ﾂｲﾔ)す」",螻蟻潰堤,螻蟻
E0216,甲斐がない無意味な努力。,"[牛溲]馬勃
刻鵠[類鶩]
夢幻[泡影]
[鏤塵]吹影",◆１,ろうじん,るじん,＊『関尹子･一字』,"鏤塵吹影（ろうじんすいえい／るじんすいえい）
★影を吹いて動かそうとしたり、塵(ﾁﾘ)に彫刻しようとする意から。
類：吹影鏤塵（すいえいろうじん／すいえいるじん）
「影(ｶｹﾞ)を吹き塵(ﾁﾘ)に鏤(ﾁﾘﾊﾞ)む」",鏤塵吹影,鏤塵
E0217,拙劣な詩文や、聞くに値しない話。,"[驢鳴]犬吠
風声[鶴唳]
刻鵠[類鶩]
[鴉雀]無声",◆１,ろめい,,＊『朝野僉載-庾信』,"驢鳴犬吠（ろめいけんばい）
★驢馬(ﾛﾊﾞ)や犬の鳴き声程度であり、ありふれていて聞く価値もない意。
類：犬吠驢鳴（けんばいろめい）
類：驢鳴狗吠（ろめいくばい）
類：驢鳴牛吠（ろめいぎゅうばい）
「驢(ﾛ)鳴(ﾅ)き犬(ｲﾇ)吠(ﾎ)ゆ」",驢鳴犬吠,驢鳴
E0218,誠意を尽くして何度も訪れる。,"連璧[賁臨]
昏定[晨省]
[俛首]帖耳
[草廬]三顧",◆１,そうろ,,＊『諸葛亮-前出師表』,"草廬三顧（そうろさんこ）
★「草廬」は、草葺きのいおり。
類：三顧之礼（さんこのれい）",草廬三顧,草廬
E0219,鳥や虫などが悲しげに鳴くさま。,"[鬼哭]啾啾
[蟬噪]蛙鳴
嘔啞[嘲哳]
哀鳴[啾啾]",◆２,しゅうしゅう,,＊『不明』,"哀鳴啾啾（あいめいしゅうしゅう）
★「哀鳴」は、鳥や獣の鳴くさま。
★「啾啾」は、鳥や虫が低い声で鳴くさま。",哀鳴啾啾,啾啾
E0220,森閑のさま。,"虚静[恬憺]
孤影[悄然]
蕭敷[艾栄]
[鴉雀]無声",◆２,あじゃく,,＊『蘇軾-絶句･詩』,"鴉雀無声（あじゃくむせい）
★鴉(ｶﾗｽ)や雀の鳴き声のない意。
「鴉雀声無し」",鴉雀無声,鴉雀
E0221,貧しい家から聡明な人が出ること。,"[行尸]走肉
[鴉巣]生鳳
[范冉]生塵
蒼蠅[驥尾]",◆２,あそう,,＊『五灯会元･一二』,"鴉巣生鳳（あそうせいほう）
★鴉(ｶﾗｽ)の巣に鳳(ｵｵﾄﾘ)が生まれる意。
「鴉巣(ｱｿｳ)に鳳(ﾎｳ)を生(ｼｮｳ)ず」",鴉巣生鳳,鴉巣
E0222,善行を奨励し、悪行を制止する。,"一薫[一蕕]
[濯纓]濯足
天罰[覿面]
[遏悪]揚善",◆２,あつあく,,＊『易経-大有』,"遏悪揚善（あつあくようぜん）
類：勧善懲悪（かんぜんちょうあく）
「悪を遏(ﾔ)め善を揚(ｱ)ぐ」",遏悪揚善,遏悪
E0223,権力に頼み他人の地位を略取する。,"掩耳[偸鈴]
[三豕]渉河
[左眄]右顧
[阿諛]傾奪",◆２,あゆ,,＊『亀谷省軒』,"阿諛傾奪（あゆけいだつ）
★「阿諛」は、おもねりへつらう、おべっかを言う意。
★「傾奪」は、他人を陥れて地位などを奪うこと。
類：阿諛追従（あゆついしょう）
類：阿諛奉承（あゆほうしょう）",阿諛傾奪,阿諛
E0224,落ち着いた様子。,"[曠日]弥久
安閑[恬静]
[無慙]無愧
蛙鳴[蟬噪]",◆２,てんせい,,＊『不明』,"安閑恬静（あんかんてんせい）
★「安閑」「恬静」は、ともに安らかで静かなさま。",安閑恬静,恬静
E0225,気落ちする。,"意気[沮喪]
往事[茫茫]
[奢侈]文弱
[心悸]亢進",◆２,そそう,,＊『宮武外骨-面白半分･衆議院議員総選挙夢想彙報』,"意気沮喪／意気阻喪（いきそそう）
★「沮喪」は、気力を失い、勢力がなくなること。
類：意気銷沈（いきしょうちん）
類：垂頭喪気（すいとうそうき）",意気沮喪,沮喪
E0226,意識がはっきりしない様子。,"意識[朦朧]
悲壮[淋漓]
[磊磊]落落
[浅斟]低唱",◆２,もうろう,,＊『夢野久作-木魂』,"意識朦朧（いしきもうろう）
★「朦朧」は、かすんではっきりしないさま。",意識朦朧,朦朧
E0227,趣向を凝らすことで心を悩ます。,"画脂[鏤氷]
枯魚[銜索]
昼耕[夜誦]
意匠[惨澹]",◆２,さんたん,,＊『杜甫-丹青引』,"意匠惨澹／意匠惨憺（いしょうさんたん）
★「意匠」は、工夫、また、工夫を凝らすこと。
★「惨澹」は、心を悩まし苦心するさま。
類：苦心惨憺（くしんさんたん）
類：焦唇乾舌（しょうしんかんぜつ）
類：粒粒辛苦（りゅうりゅうしんく）",意匠惨澹,惨澹
E0228,きわめて危険なことのたとえ。,"槐門[棘路]
兎起[鶻落]
竜攘[虎搏]
一縷[千鈞]",◆２,せんきん,,＊『枚乗-上書諫呉王･書』,"一縷千鈞（いちるせんきん）
★一本の糸で千鈞の重さを支える意。
類：一髪千鈞（いっぱつせんきん）
類：累卵之危（るいらんのき）
「一縷(ｲﾁﾙ)の任(ﾆﾝ)を以(ﾓｯ)て千鈞(ｾﾝｷﾝ)の重きを係(ｶ)く」",一縷千鈞,千鈞
E0229,一度にたやすく巨額の利益を得る。,"連璧[賁臨]
炊金[饌玉]
[敲金]撃石
[一攫]千金",◆２,いっかく,,＊『坪内逍遥-内地雑居未来之夢･八』,"一攫千金（いっかくせんきん）
★「一攫」は、ひと掴みの意。
類：一攫万金（いっかくばんきん）",一攫千金,一攫
E0230,家族と血縁関係にある者。,"妻子[眷族]
支葉[碩茂]
[八紘]一宇
[同袍]同沢",◆２,けんぞく,,＊『海音寺潮五郎-柳沢騒動』,"妻子眷族／妻子眷属（さいしけんぞく）
★「眷族」は、血のつながりのあるもの。一族。また、従者や部下。
類：一家眷族（いっかけんぞく）
類：一族郎党（いちぞくろうとう）",妻子眷族,眷族
E0231,家族が集まり楽しく談笑する。,"自家[撞著]
一家[団欒]
侃侃[諤諤]
文質[彬彬]",◆２,だんらん,,＊『中村正直-漢学不可廃論･一』,"一家団欒（いっかだんらん）
★「団欒」は、丸いさまで、転じて丸く輪を作って仲良くする、集まって睦まじくする意。
類：家族団欒（かぞくだんらん）
類：親子団欒（おやこだんらん）",一家団欒,団欒
