ID,問題,難易度,解答,別答,意味
A0996,国策の概要と【楔子】を摘示する,◆２,せっし,けっし,"┌1.くさび。
├2.元曲で、四幕でまとまらないとき加えられる短い一幕。
└3.明･清代、またはそれ以後の長編小説で、前置きの文章のこと。序章。プロローグ。〈漢字源〉
┌1.くさび。かすがい。
├2.物事の最も重要なところ。
└3.コッター。〈大辞泉〉
●H29-2㈠"
A0997,軈て宇内を【綏撫】するに至らん,◆２,すいぶ,,"┌なだめて、安らかにすること。安んじいたわること。〈漢字ペディア〉
┌なだめて、やすらかに落ち着かせる。〈漢字源〉
◇漢字ペディア大見出し
●H25-3㈠
●H28-2㈠
●H30-1㈠"
A0998,川辺に遊び【軫憂】を上ぐ,◆２,しんゆう,,"┌いたみうれえる。きめ細かく心配する。〈漢字源〉
┌いたみ憂えること。重い心配。〈新大字典〉
●H28-2㈠"
A0999,東に覆敗の軍有り、西に【殪没】の将有り,◆２,えいぼつ,,"たおれ死ぬ。〈字通〉
●H28-2㈠"
A1000,爵禄なる者は人臣の【轡銜】なり,◆２,ひかん,,"┌たづなと、くつわ。制御するたとえにも用いる。〈漢字源〉
┌たづなと、くつわ。自分の意のままに操るもののたとえ。〈漢辞海〉
◇漢字ペディア小見出し
●H13-1㈠
●H24-3㈠"
A1001,忠愨能なく、【寒窶】依るなし,◆２,かんく,,"┌貧しくやつれる。〈字通〉
┌貧しくやつやつしい。〈字源〉
●H28-2㈠"
A1002,大小無数の【冢塋】を見る,◆２,ちょうえい,,"┌盛り土をした墓。墳墓。〈漢字源〉
┌はか。つか。はかば。墓所。墳墓。冢墓。≒塚塋〈日本国語大辞典〉
◇漢字ペディア下付き
●H23-2㈠"
A1003,【勖勉】して経書に精通する,◆２,きょくべん,,"┌はげみつとめる。〈字通〉
┌努力する。〈漢字源〉
┌はげみつとめる。〈漢辞海〉
◇漢字ペディア小見出し
●H22-1㈠
●H25-3㈠"
A1004,【罍子】に珍果を盛ってある,◆２,らいし,,"高坏(ﾀｶﾂｷ)に似た縁の高い器。酒や菓子などを盛った。〈大辞泉〉
●H28-1㈠"
A1005,屑屑として【錙銖】の利を争う,◆２,ししゅ,,"┌ほんのわずかな目方。わずかなもの、つまらないもののたとえ。〈漢字源〉
┌わずか。きわめて少ないこと。〈漢字ペディア〉
◇漢字ペディア大見出し
●H19-2㈠"
A1006,農夫が【隴畝】で耕作する。,◆２,ろうほ,,"┌1.うねとあぜ。田畑。
└2.田舎。また、民間。〈大辞泉〉
┌畑のうね。いなか･民間にたとえることもある。≒壟畝〈新漢和大字典〉
┌≒壟畝
├1.はたけ。
├2.いなか。
└3.民間。
●H8-3㈠"
A1007,【櫂歌】が川面に響き渡る,◆２,とうか,,"船頭が船をこぐときに歌う仕事の歌。ふなうた。〈漢字源〉
●H28-1㈠"
A1008,【崎嶇】たる道が延延と続く,◆２,きく,,"┌1.山道が曲がりくねってけわしいさま。
└2.世渡りの困難なさま。〈漢字ペディア〉
┌1.山道のけわしいさま。また、道がけわしくて行き悩むさま。
├2.世渡りが難しいこと。
└3.傾く。〈漢字源〉
◇漢字ペディア大見出し
●H18-3㈠"
A1009,【幎冒】を為りて乃ち死す。,◆２,べきぼう,,顔隠しで死者の顔を覆う。〈漢字源〉
A1010,池に遊ぶ【鳧翁】を飽かず眺めていた,◆２,ふおう,,"┌1.カモのくびに生えた毛。
└2.雄ガモ。〈新漢和大字典〉
┌1.雄ガモ。
└2.カモの首の毛。〈漢辞海〉
◇漢字ペディア小見出し
●H30-1㈠"
A1011,民は【悚懼】して非を唱えず,◆２,しょうく,,"┌おそれおののく。びくびくする。〈漢字源〉
┌おそれる。おそれすくむ。竦懼。〈漢辞海〉
┌おそれる。≒惶懼〈字源〉
●H11-3㈠"
A1012,秘蔵の【青瓷】の壺を譲り受けた,◆２,せいじ,,"┌青磁。〈字通〉
┌磁器の一種。薄い緑や青の釉薬をかけた磁器。≒青磁〈漢辞海〉
●H24-2㈠
●H28-1㈠"
A1013,俊彦を求めて後人を【啓迪】せしめる,◆２,けいてき,,"┌教え導く。教導。〈漢字源〉
┌ひらき導くこと。啓誘。啓発。「迪」は導くの意。〈日本国語大辞典〉
┌教え導くこと。啓発すること。「啓」も「迪」も教え導く意。〈漢字ペディア〉
◇漢字ペディア大見出し
●H23-2㈠
●H26-1㈠"
A1014,木の【罌缶】を以て軍を渡す,◆２,おうふ,,"┌口の部分が小さく、腹部が大きい甕(ｶﾒ)。〈新漢和大字典〉
┌もたい(酒などを入れる甕(ｶﾒ))。〈字通〉
★｢缶(ﾌ)｣は常用漢字の｢缶(罐:ｶﾝ)」｣とは別字。
├『缶(ﾌ)･･･ほとぎ。もたい。』
└『缶(罐:ｶﾝ)･･･かま。かん。』
◇漢字ペディア小見出し
●H24-1㈠
●H25-3㈠
●H30-1㈠"
A1015,【頽檐】破屋に自適の日々を送る,◆２,たいえん,,"語義未詳。
★おそらく頽簷(ﾀｲｴﾝ：くずれた軒。あばらや。)と同義。
●H13-2㈠
●H28-1㈠"
A1016,幾条もの【薜蘿】が危巌を匍う,◆２,へいら,,"┌1.かずらと、つた。つる状にのびてまとわりつく植物の総称。
└2.隠者の服。〈漢字源〉
┌1.カズラ。つる草の総称。
├2.カズラで織った布。
└3.隠者の住居。〈漢辞海〉
┌1.柾(ﾏｻｷ)の葛(ｶｽﾞﾗ)と、蔦葛(ﾂﾀｶｽﾞﾗ)。ふじかずら。
└2.その葛で織った布。粗末な服。特に、隠者の服。転じて、隠者の住居。〈日本国語大辞典〉
┌1.つる草。かずら。
└2.隠者の衣服。また、その住居。〈漢字ペディア〉
◇漢字ペディア大見出し
●H24-2㈠
●H28-1㈠"
A1017,【枳棘】は鸞鳳の棲む所に非ず,◆２,ききょく,,"┌1.からたちと、いばら。ともに、とげのある木。
└2.人の邪魔をするもの。〈漢字源〉
┌1.とげのあるカラタチといばら。
└2.悪者･邪魔者のたとえ。〈漢字ペディア〉
★枳棘は鸞鳳(ﾗﾝﾎﾟｳ)の棲(ｽ)む所(ﾄｺﾛ)に非(ｱﾗ)ず…りっぱな人は自分の居場所を選ぶたとえ。また、すぐれた人は低い地位に甘んじるべきではないことのたとえ。とげのある枳棘のなかには、鸞鳥(ランチョウ)や鳳凰(ホウオウ)のような鳥はすまない意から。「枳棘」は悪い場所や低い地位のたとえ。「鸞鳳」は鸞鳥と鳳凰で、ともに神鳥。転じて、すぐれた人のたとえ。〈漢字ペディア〉
◇漢字ペディア大見出し
●H13-1㈠
●H17-2㈠"
A1018,王妃が【宝祚】を承継する,◆２,ほうそ,,"┌天子の位。≒丕祚〈漢字源〉
┌天子の位。帝位。帝座。〈漢辞海〉
┌天子の位。あまつひつぎ。≒皇位、玉座〈漢字ペディア〉
◇漢字ペディア大見出し
●H28-1㈠"
A1019,【泛泛】たる輩勝つことを得ず,◆２,はんぱん,,"┌1.うかび漂うさま。
├2.一面におおいかぶさるさま。
└3.うきうきと落ち着きのないさま。〈新漢和大字典〉
┌浮き漂うさま。広大で限りないさま。〈字通〉
┌1.水にうかびただようさま。
├2.水が満ちて流れるさま。
└3.軽々しいさま。〈漢字ペディア〉
◇漢字ペディア大見出し
●H9-3㈠
●H13-3㈠
●H20-3㈠"
A1020,【砌下】に立って梅花を望む,◆２,せいか,,"┌1.石の階段の下のあたり。
├2.軒下の雨だれを受けるための敷石。
└3.手紙の脇(ﾜｷ)づけに用いて敬意を示す語。≒足下〈漢字ペディア〉
┌1.石の階段のもと。
└2.手紙の宛名のそばに書き添えて敬意をあらわすことば。〈漢字源〉
◇漢字ペディア大見出し
●H28-1㈠"
A1021,積弊の【蕩滌】に肺肝を摧く,◆２,とうでき,,"┌あらいきよめる。〈字源〉
┌洗いのぞく。〈字通〉
┌あらいすすぐこと。≒盪滌、洗滌〈日本国語大辞典〉
◇漢字ペディア小見出し
●H19-2㈠"
A1022,【讖緯】に基づき改元を断行する,◆２,しんい,,"┌未来の事を書きしるした書物と、神秘的な事を書き記した書物のこと。〈漢字源〉
┌未来の吉凶･禍福を予言した讖書と神秘的な事柄を説いた緯書。漢代に学問として流行した。〈漢字ペディア〉
◇漢字ペディア大見出し
●H26-2㈠
●H28-1㈠
●R1-2㈠"
A1023,【簒弑】相次ぐ下剋上の世となった,◆２,さんし,さんしい,"┌君主を殺して、その位を奪うこと。〈日本国語大辞典〉
┌君主を殺害して、地位を横どりすること。〈漢字ペディア〉
◇漢字ペディア大見出し
●H21-2㈠"
A1024,【徼幸】は、性を伐つの斧なり,◆２,きょうこう,ぎょうこう,"┌まぐれ当たりの幸福を求めること。また、その幸福。こぼれざいわい。〈漢字ペディア〉
┌まぐれあたりの幸運を求める。また、その幸運。≒徼倖〈新漢和大字典〉
◇漢字ペディア大見出し
●H10-2㈠
●H14-3㈠
●H20-3㈠"
A1025,この【澆漓】芸術に情熱の逬出は感じられない,◆２,ぎょうり,,"┌人情が薄いこと。〈漢字ペディア〉
┌義理人情などが薄いこと。〈新大字典〉
◇漢字ペディア大見出し"
A1026,【粉齏】せられて迹だに留めなかった,◆２,ふんせい,,"┌こなごなに打ち砕くこと。〈新大字典〉
┌こなごなにくだく。〈字源〉
●H22-2㈠
●H28-3㈠"
A1027,【蜑戸】の連綴する入り江を望む,◆２,たんこ,,"┌あまの住む家。〈漢字ペディア〉
┌海人(ｱﾏ)の家。漁家。〈大辞泉〉
◇漢字ペディア大見出し
●H19-1㈠
●H23-1㈠
●H28-3㈠"
A1028,【黝然】たる海が眼前に広がる,◆２,ゆうぜん,,"┌黒々としたさま。〈字通〉
┌1.うすぐろいさま。≒黝然
└2.樹木がこんもりと茂ってうす暗いさま。≒黝然〈漢字源〉
●H28-3㈠
●R1-2㈠"
A1029,信徒の多くは【磔罪】を申し渡された,◆２,たくざい,,"┌磔刑(ﾀｯｹｲ:はりつけ)の罪。〈新大字典〉
┌磔刑。〈字通〉
●H28-3㈠"
A1030,悪水沈澱して溝渠を【淤塞】す,◆２,おそく,,"┌泥深くてふさがること。〈新大字典〉
┌泥でふさがる。〈字通〉
●H26-3㈠
●H28-3㈠"
A1031,【茅簷】の下に終日寒山と対坐す,◆２,ぼうえん,,"┌かやぶきの軒。また、その家。≒茆簷〈漢字源〉
┌かやぶきの軒。〈字通〉
●H28-3㈠"
A1032,極秘のうちに【籌筴】をめぐらす,◆２,ちゅうさく,,"┌はかりごと。また、はかりごとをめぐらすこと。≒籌画、籌略、籌策〈漢字ペディア〉
┌はかりごと。たくらみ。≒籌策〈字通〉
◇漢字ペディア大見出し
●H9-1㈠
●H15-3㈠
●H17-2㈠"
A1033,収穫物を【筐筥】に入れた,◆２,きょうきょ,,"┌竹で編んだ四角いかごと丸いかご。〈漢字ペディア〉
┌物を盛る竹製のかご。筐は方形のもの。筥は円いものをいう。〈新大字典〉
◇漢字ペディア大見出し
●H9-3㈠
●H13-3㈠"
A1034,初夏の候、【簑笠】著け齷齪と鋤く,◆２,さりゅう,,"みのと、かさ。雨雪をしのぐために、蓑をまとい、笠をかぶること。〈日本国語大辞典〉
◇漢字ペディア小見出し"
A1035,百丈の祥雲【繚繞】す,◆２,りょうじょう,,"1.長いものがまつわるさま。
2.袖が長くまつわるさま。また、ひるがえるさま。
3.曲がりくねるさま。川などが湾曲するさま。〈漢字ペディア〉
◇漢字ペディア大見出し"
A1036,徒に日を【玩愒】して縡切るべからず,◆２,がんかい,,"┌1.年月を無駄に過ごす。
└2.貨財をむさぼり、欲が深いこと。〈新大字典〉
┌もてあそびおろそかにする。〈字通〉
★「愒」は、「むさぼる」意だと「カイ（愒日／玩愒）」、「おどす」意だと「カツ（恐愒／恫愒）」、出典は少ないが「いこう」意だと「ケイ（愒息）≒憩」と読むときが多いようだ。過去出題歴もある「カイ」音が特に重要。
◇漢字ペディア下付き"
A1037,独り【耿介】にして随わず,◆２,こうかい,,"┌1.堅く節操を守ること。
└2.徳が光り輝いて大いなるさま。〈新大字典〉
┌1.節操がかたく、自立している。
├2.ちかちかと光り輝くさま。
└3.かたく節操を守ること。〈漢字源〉
┌堅く節操を守り、俗世間にまじわらないさま。〈日本国語大辞典〉
◇漢字ペディア小見出し"
A1038,群鳥【胙余】を幸いに云う,◆２,そよ,,"┌供え物の肉のあまり。〈新漢和大字典〉
┌祭りの余肉。〈字通〉
┌祭り用に備えた酒食の余り。〈漢辞海〉
◇漢字ペディア小見出し
●H23-2㈠"
A1039,国の未来を謬らせる【荼毒】となる,◆２,とどく,,"1.非常に苦しめること。また、苦しむこと。
2.害毒をなすこと。〈漢字ペディア〉
◇漢字ペディア大見出し
●H23-2㈠"
A1040,雨露の恩により【萌櫱】が生ずる,◆２,ほうげつ,ぼうげつ,"┌1.出たばかりの芽と、ひこばえ。
└2.転じて、物事のはじまり。〈新漢和大字典〉
┌物の発生のたとえ。〈新大字典〉
┌めばえと、ひこばえ。〈字通〉
┌芽生えとひこばえ。種子から生じた芽と切り株から生じた芽。〈大辞泉〉
◇漢字ペディア小見出し
●H18-3㈠
●H26-1㈠"
A1041,【恁麼】に学び来らば道に達せん,◆２,いんも,"にんま
じんも
じんま","┌1.疑問を表す。どのよう。いかよう。└2.指示を表す。このよう。かくのごとく。〈大辞泉〉
┌こんな･そんな〈新漢和大字典〉
┌どうして。このような。〈字通〉
┌かくある。こんな。そんな。このように。そのように。〈日本国語大辞典〉
┌1.このように。このような。
└2.なに。なんの。〈漢辞海〉
●H30-3㈠"
