ID,難易度,熟語,意味,読み,文章
A0227,◆１,齷齪,"齷齪（あくせく、あくさく）
┌細かいことを気にして、落ち着かないさま。目先のことにとらわれて、気持ちがせかせかするさま。〈大辞泉〉
┌心にゆとりをもてず、目先のことだけに追われてせわしなく物事を行うさま。≒偓促〈漢字ペディア〉",あくせく、あくさく,細かいことを気にして、落ち着かないさま。目先のことにとらわれて、気持ちがせかせかするさま。
A0228,◆１,焙烙,"焙烙（ほうろく、ほうらく）
┌焙(ﾎｳ)じる土鍋。〈字通〉
┌素焼きの平たい土鍋。〈漢字ペディア〉",ほうろく、ほうらく,焙じる土鍋。
A0229,◆１,衲衣,"衲衣（のうえ）
┌1.僧尼が身に着ける袈裟。日本では、形式化して華美なものも作られた。衲。衲袈裟。
└2.僧侶のこと。〈大辞林〉
┌1.僧衣。衲袈裟(ﾉｳｹﾞｻ)。
└2.僧侶(ｿｳﾘｮ)、特に、禅宗の僧。〈漢字ペディア〉",のうえ,僧尼が身に着ける袈裟。日本では、形式化して華美なものも作られた。衲。衲袈裟。僧侶のこと。
A0230,◆１,僥倖,"僥倖（ぎょうこう）
┌1.思いもかけない、身分不相応な幸い。
└2.どこまでも利益や幸福を求めること。〈漢字源〉
┌思いがけない幸運。こぼれざいわい。〈漢字ペディア〉",ぎょうこう,思いもかけない、身分不相応な幸い。どこまでも利益や幸福を求めること。
A0231,◆１,齲歯,"齲歯（うし、くし）
┌虫歯。〈漢字ペディア〉
┌虫歯。〈大辞泉〉
┌虫食い歯。虫歯。〈日本国語大辞典〉",うし、くし,虫歯。
A0232,◆１,啖呵,"啖呵（たんか）
┌(国)勢いよく鋭くて、歯切れのよいことば。〈漢字源〉
┌1.威勢よく、歯切れのよい言葉。
└2.香具師(ﾔｼ)などが品物を売るときの口上。〈漢字ペディア〉
★啖呵を切(ｷ)る…胸のすくような、鋭く歯切れのよい口調で話す。鋭い勢いでまくしたてる。また、威勢よくののしる。〈故事俗信ことわざ大辞典〉",たんか,勢いよく鋭くて、歯切れのよいことば。
A0233,◆１,輻輳,"輻輳（ふくそう）
┌いろいろな場所から物事が一か所に寄り集まること。混み合うこと。≒輻湊〈漢字ペディア〉
┌1.四方から寄り集まること。物事がひとところに集中すること。
└2.電話やインターネットなどの回線において、多数の利用者が特定の時間帯に集中することにより処理可能な容量を超え、不具合が生じたり機能が停止したりすること。〈大辞泉〉
┌車の輻(ﾔ)が轂(ｺｼｷ)に集まるように、多くの物事が一か所に寄り集まる。〈漢字源〉",ふくそう,いろいろな場所から物事が一か所に寄り集まること。混み合うこと。
A0234,◆１,藹藹,"藹藹（あいあい）
┌なごやかなさま。≒靄靄
└草木が盛んに茂るさま。盛んなさま。〈漢字ペディア〉
┌1.元気いっぱいであるさま。
├2.草木がこんもりと茂るさま。
├3.いっぱいに満ちているさま。
├4.月光が一面にたゆとうさま。≒靄靄
├5.雲がたなびくさま。≒靄靄
└6.穏やかなさま。〈漢字源〉
┌草木の盛んに茂るさま。〈字通〉
★和気(ﾜｷ)藹藹…なごやかでのどかな気分が満ちあふれているさま。≒和気靄靄。〈漢字ペディア〉",あいあい,なごやかなさま。草木が盛んに茂るさま。盛んなさま。
A0236,◆１,婀娜,"婀娜（あだ）
┌美人のしなやかなるさま。〈字源〉
┌美しくしとやかなさま。また、女性の粋(ｲｷ)で色っぽいさま。〈漢字ペディア〉",あだ,美人のしなやかなるさま。
A0237,◆１,須臾,"須臾（しゅゆ、すゆ）
┌短い時間。しばらくの間。ほんの少しの間。〈大辞泉〉
┌しばらく。少しの間。寸刻。〈漢字ペディア〉
┌しばらく。〈字通〉",しゅゆ、すゆ,短い時間。しばらくの間。ほんの少しの間。
A0238,◆１,襦袢,"襦袢（じゅばん）
┌和服用の下着。ひとえの短い衣。肌着。ジバン。〈大辞泉〉
┌和服用の下着。肌着。肌襦袢・長襦袢など。ジバン。〈漢字ペディア〉",じゅばん,和服用の下着。ひとえの短い衣。肌着。ジバン。
A0239,◆１,彷彿,"彷彿（ほうふつ）
┌1.ありありと想像すること。よく似ているものを見て、そのものを思い浮かべること。
└2.ぼんやりしていること。〈大辞泉〉
┌≒髣髴
├1.よく似ているさま。はっきりと思い浮かぶさま。
└2.姿や形などが、ぼんやりと見えるさま。〈漢字ペディア〉",ほうふつ,ありありと想像すること。よく似ているものを見て、そのものを思い浮かべること。ぼんやりしていること。
A0240,◆１,誣告,"誣告（ぶこく）
┌故意に事実を偽って告げること。〈大辞泉〉
┌他人を陥れるため、故意に偽った事実を告げること。〈漢字ペディア〉",ぶこく,故意に事実を偽って告げること。
A0241,◆１,轆轤,"轆轤（ろくろ）
1.「轆轤台」の略。木製の回転する台で、陶器を作るのに用いる。
2.物を引き寄せたり、つるし上げたりするのに使う滑車。井戸水のくみ上げなどに用いる。
3.傘の柄の上部にある、骨の集まった開閉の装置。〈漢字ペディア〉",ろくろ,「轆轤台」の略。木製の回転する台で、陶器を作るのに用いる。物を引き寄せたり、つるし上げたりするのに使う滑車。井戸水のくみ上げなどに用いる。傘の柄の上部にある、骨の集まった開閉の装置。
A0242,◆１,慇懃,"慇懃（いんぎん）
┌1.真心がこもっていて、礼儀正しいこと。また、そのさま。ねんごろ。
└2.非常に親しく交わること。〈大辞泉〉
┌1.んごろなこと。礼儀正しくていねいなこと。
├2.うれえいたむさま。
└3.よしみ。特に、男女の思慕の情。〈漢字ペディア〉
★慇懃無礼(ﾌﾞﾚｲ)…あまりにていねいすぎて、かえって無礼になること。また、うわべは礼儀正しくていねいでも、実は尊大で相手を見下げているさま。〈漢字ペディア〉",いんぎん,真心がこもっていて、礼儀正しいこと。また、そのさま。ねんごろ。非常に親しく交わること。
A0243,◆１,慳貪,"慳貪（けんどん）
┌1.(仏)欲が深く、財貨を惜しんで人に与えることをせず、むやみに欲しがる心。
└2.(国)意地が悪くてむごいこと。じゃけん。〈漢字源〉
┌1.非常にけちで欲が深いこと。
└2.思いやりがなく無愛想なこと。つっけんどん。≒邪慳〈漢字ペディア〉",けんどん,欲が深く、財貨を惜しんで人に与えることをせず、むやみに欲しがる心。意地が悪くてむごいこと。じゃけん。
A0244,◆１,饅頭,"饅頭（まんじゅう）
┌小麦粉などの粉をこねた皮であんを包み、蒸すか焼くかしてつくった菓子。〈大辞泉〉
┌小麦粉などをこねて作った皮の中に、あんや肉などを入れて蒸した食べ物。〈漢字ペディア〉
★薯蕷(ｼｮﾖ)饅頭…ヤマノイモの根をすって糝粉(ｼﾝｺ)と砂糖を加えたものを皮とし、あんを包んで蒸した饅頭。〈大辞泉〉",まんじゅう,小麦粉などの粉をこねた皮であんを包み、蒸すか焼くかしてつくった菓子。
A0245,◆１,胚胎,"胚胎（はいたい）
┌1.身ごもる。
├2.物事が発生する始まり。
└3.よくない事がらの原因がそこにあること。〈新漢和大字典〉
┌はらむ。はじまる。〈字通〉
┌1.身ごもること。
└2.物事の起こる原因が生じること。きざし。〈漢字ペディア〉",はいたい,身ごもる。物事が発生する始まり。よくない事がらの原因がそこにあること。
A0246,◆１,懈怠,"懈怠（けたい、けだい、かいたい）
┌仏語。善行を収めるのに積極的でない心の状態。精進に対していう。〈大辞泉〉
┌1.心がゆるんでおこたること。なまけること。≒懈惰、怠懈
└2.仏教で修行をおこたること。〈漢字ペディア〉",けたい、けだい、かいたい,仏語。善行を収めるのに積極的でない心の状態。精進に対していう。
A0247,◆１,儕輩,"儕輩（せいはい、さいはい）
┌仲間。ともがら。〈漢字源〉
┌なかま。同輩。〈字通〉
┌同じ仲間。ともがら。同類。≒同輩〈漢字ペディア〉",せいはい、さいはい,仲間。ともがら。
A0248,◆１,自彊,"自彊（じきょう）
┌自分から進んで努力し励むこと。休まずに努めること。〈漢字ペディア〉
┌自ら努め励むこと。〈大辞林〉
★自彊(ﾔ)まず…自ら努め励んで怠らない。〈故事俗信ことわざ大辞典〉",じきょう,自分から進んで努力し励むこと。休まずに努めること。
A0249,◆１,隕石,"隕石（いんせき）
┌大気中に突入した流星が、燃え切らずに地表におちたもの。〈新漢和大字典〉
┌流星が大気中で燃え切らず、地球上に落ちてきたもの。〈漢字ペディア〉",いんせき,大気中に突入した流星が、燃え切らずに地表におちたもの。
A0250,◆１,膀胱,"膀胱（ぼうこう）
脊椎(ｾｷﾂｲ)動物の排泄(ﾊｲｾﾂ)器官。腎臓(ｼﾞﾝｿﾞｳ)より送られてくる尿を、一時的にためておく臓器。〈漢字ペディア〉",ぼうこう,脊椎動物の排泄器官。腎臓より送られてくる尿を、一時的にためておく臓器。
A0251,◆１,螺鈿,"螺鈿（らでん）
┌漆工芸技法の一。貝殻の真珠光を放つ部分を磨すり平らにして細かく切り、文様の形に漆器や木地にはめこんで装飾するもの。〈大辞林〉
┌漆工芸の技法の一つ。オウムガイやアコヤガイなどの殻から真珠光を放つ部分を切り取った薄片を物の表面に埋めこみ、装飾とするもの。≒螺甸〈漢字ペディア〉",らでん,漆工芸技法の一。貝殻の真珠光を放つ部分を磨すり平らにして細かく切り、文様の形に漆器や木地にはめこんで装飾するもの。
A0252,◆１,鰥寡,"鰥寡（かんか）
┌妻を失った男と、夫を失った女。〈大辞泉〉
┌妻を失った男と夫を失った女。〈漢字ペディア〉
★鰥寡孤独(ｺﾄﾞｸ)…妻を失った男、夫を失った女、親のない子、老いて子のない人。寄る辺ない身の上。〈大辞泉〉",かんか,妻を失った男と、夫を失った女。
A0253,◆１,無辜,"無辜（むこ）
┌罪のないこと。また、その人。〈大辞泉〉
┌罪がないこと。また、その人。≒無罪〈漢字ペディア〉",むこ,罪のないこと。また、その人。
