ID,難易度,問題,解答,意味
B0403,1,罠【拵】えて首突っ込む,こしら,"関連熟語：--
▼罠(ﾜﾅ)拵えて首(ｸﾋﾞ)突っ込む…他人を陥れようとして、かえって自分自身の破滅を招くたとえ。自縄自縛。〈故事俗信ことわざ大辞典〉"
B0404,1,羝羊、【藩】に触れて進退谷まる,まがき,"関連熟語：藩籬（ハンリ）
★藩（まがき）
枝などを逆方向にそらせてからませた、生垣。垣根。〈漢字ペディア〉"
B0405,1,膠に浸した牛革を金槌で【撓】める,いた,"関連熟語：--
★撓める（いた-める）
皮を膠(ﾆｶﾜ)の溶液に浸し、金づちなどで打ち固める。〈漢字ペディア〉"
B0406,1,臘梅の花が【萎】んでいた,しぼ,"関連熟語：萎縮（イシュク）
★萎む（しぼ-む）
1.草花が水分をなくして小さくなる。
2.張りがなくなって縮む。〈漢字ペディア〉"
B0407,1,舳先から鯱に【銛】を射込む,もり,"関連熟語：--
★銛（もり）
棒の先に鋭くした金属をつけ、魚などを刺して捕る道具。〈漢字ペディア〉"
B0408,1,錺職は幾種類もの【鏨】を使う,たがね,"関連熟語：--
★鏨（たがね）
金属や石に用いるはがねで作ったのみ。〈漢字ペディア〉"
B0409,1,髀肉の嘆を【喞】つ,かこ,"関連熟語：--
★喞つ（かこ-つ）
ぐちを言ってなげく。〈漢字ペディア〉"
B0410,1,鷁舟乍ち動き、朱鷺【徐】に鳴く,おもむろ,"関連熟語：徐行（ジョコウ）
★徐に（おもむろ-に）
動作がものものしくゆっくりしているさま。〈漢字ペディア〉"
B0411,2,麤く【斫】られたる石にも神の定めたる運あり,き,"関連熟語：斫断（シャクダン）
★斫る（き-る）
斧などの刃物でたたききる。きって落とす。〈漢字ペディア〉"
B0412,2,【鶪】が枯れ枝で鋭く鳴いた,もず,"関連熟語：--
★百舌／鶪／鴃（もず）
モズ科の鳥。低山にすむ。頭と背は赤褐色。腹は白色。カエルなどを捕食。秋、「キイーキイー」と鋭い声で高鳴きする。〈漢字ペディア〉"
B0413,2,【鼴】が石につかえたように捗らない,"もぐら
もぐらもち","関連熟語：鼴鼠（エンソ）
★鼴（もぐら）
モグラ科の哺乳類。ネズミに似て地中に穴を掘って生息する。土竜。〈漢辞海〉"
B0414,2,【櫱】が風雨に耐えて成長を続けた,ひこばえ,"関連熟語：萌櫱（ホウゲツ／ボウゲツ）
★櫱（ひこばえ）
草木の切り株や根元から萌(も)え出る新芽。またばえ。〈漢字ペディア〉"
B0415,2,【衊】すべからざる神域ならん,けが,"関連熟語：汚衊（オベツ）
★衊す（けが-す）
血でよごす。転じて、はずかしめる。〈漢字ペディア〉"
B0416,2,【鱟】の生態を調査した,かぶとがに,"関連熟語：--
★鱟／鱟魚/兜蟹（かぶとがに）
カブトガニ科の節足動物の総称。日本では瀬戸内海と博多湾に一種がすむ。全体に緑褐色。頭胸甲は半円状の兜(かぶと)をふせた形で、腹甲は五角形、尾部は剣状。古生代からの生き残りで「生きた化石」といわれる。天然記念物。〈漢字ペディア〉"
B0417,2,【萁】を燃やして煮炊きをする,まめがら,"関連熟語：萁稈（キカン）
★萁（まめがら）
マメの茎や枝。〈漢辞海〉"
B0418,2,【一坏】の濁れる酒を飲むべくあるらし,ひとつき,"関連熟語：耳坏（ジハイ）
★坏（つき）
古代、飲食物を盛る器。初めは土器で椀(ワン)よりは浅く、皿よりは深い。高坏など。〈漢字ペディア〉"
B0419,2,【允】に厥の中を執る,まこと,"関連熟語：允文允武（インブンインブ）
★允に（まこと-に）
明らかに。本当に。いかにも。〈漢字ペディア〉"
B0420,2,【咽】を搤して背を拊つ,のど,"関連熟語：咽喉(インコウ／エンコウ）
★咽（のど）
食道と気道に通じるところ。咽喉(ｲﾝｺｳ)
2.物事の重要なところ。急所。〈漢字ペディア〉"
B0421,2,【簡】ぶは帝の心に在り,えら,"関連熟語：料簡（リョウケン）
★簡ぶ（なら-ぶ）
善し悪しをより分ける。すぐれてよいほうを取る。えりぬく。〈漢字ペディア〉"
B0422,2,【稽】うる無きの言は聴くこと勿れ,かんが,"関連熟語：稽古（ケイコ）
★稽える（かんが-える）
物事をつきつめてかんがえ合わす。寄せ集めて引き比べる。〈漢字ペディア〉"
B0423,2,【疾】しさの念を払拭できない,やま,関連熟語：--
B0424,2,【嘗】みにこれが為に巨鍾を撞く,こころ,"関連熟語：嘗試（ショウシ）
★嘗みる（こころ-みる）
ためす。試験する。〈漢辞海〉"
B0425,2,【窃】かに隣国に入り込んだ,ひそ,"関連熟語：窃視（セッシ）
★窃かに（ひそ-かに）
人目を盗んでするようす。こっそりと。"
B0426,2,【粗栲】の衣を身に纏っている,あらたえ,"関連熟語：--
★粗栲／荒妙（あらたえ）
織り目のあらい粗末な布。〈漢字ペディア〉"
B0427,2,【朝餉】の間に上はおわします,あさがれい,"関連熟語：--
★朝餉（あさがれい）
1.天皇の日常の簡単な食事。
2.「朝餉の間」の略。清涼殿の天皇が食事をとる部屋。〈漢字ペディア〉"
B0428,2,【肉醬】の作り方を教わる,ししびしお,"関連熟語：--
★肉醬（ししびしお）
干した肉を刻み、こうじや塩をまぜて作った食品。塩辛など。〈漢字ペディア〉"
B0429,2,【梅醬】の作り方を伝授される,うめびしお,"関連熟語：--
★梅醬（うめびしお）
梅干しの肉をつぶして砂糖を入れ、まぜ合わせたもの。〈漢字ペディア〉"
B0430,2,【薄穢】い笑い方をする,うすぎたな,関連熟語：醜穢（シュウワイ）
B0431,2,【備】に遺留品を調査した,つぶさ,"関連熟語：備述（ビジュツ）
★備に（つぶさ-に）
ことごとく。残らず。〈漢字ペディア〉"
B0432,2,【面窶】れした頰に微笑を浮かべていた,おもやつ,"関連熟語：寒窶（カンク）
★面窶れ（おもやつ-れ）
（病気や疲れなどのため）顔がやせ衰えること。また、以前よりも顔がやせ衰えて見えること。〈日本国語大辞典〉"
B0433,2,【佯】りて北ぐるは従うなかれ,いつわ,"関連熟語：佯狂（ヨウキョウ）
★佯る（いつわ-る）
まねをする。ふりをする。〈漢辞海〉"
B0434,2,【倩】、事件の経緯を考えてみた,つらつら,"関連熟語：--
★倩（つらつら）
つくづく。よくよく念を入れて。〈漢字ペディア〉"
B0435,2,【儻】いは其の二心有らんことを恐る,ある,"関連熟語：儻若（トウジャク）
★儻いは（ある-いは）
ことによると。おそらく。〈漢辞海〉"
B0436,2,【儻】し他意有らば、難たること小ならず,も,関連熟語：儻若（トウジャク）
B0437,2,【吝】い所へ皺がよる,しわ,"関連熟語：吝嗇（リンショク）
★吝い（しわ-い）
けちである。しみったれている。ものおしみする性質である。〈漢字ペディア〉"
B0438,2,【嗔】れる拳も笑う面は打たず,いか,"関連熟語：嗔恚（シンイ）
★嗔る（いか-る）
はげしくいきどおること。いかって怒鳴ること。〈漢字ペディア〉"
B0439,2,【嗷】しい脣吻の音をもって絃歌講誦の声を擾す,かまびす,関連熟語：嗷訴（ゴウソ）
B0440,2,【嘴太鴉】の駆除が計画された,はしぶとがらす,"関連熟語：--
★嘴太鴉（はしぶとがらす）
カラス科の鳥。山林や都市にふつうに見られる。全身黒く、くちばしが太い。ヤマガラス。〈漢字ペディア〉"
B0441,2,【噫】斗筲の人、何ぞ算うるに足らん,ああ,"関連熟語：噫嗚（イオ）
★噫（ああ）
悲しみ嘆く声。おお。〈漢字ペディア〉"
B0442,2,【嚮】に催された展覧会が物議を醸した,さき,"関連熟語：嚮日（キョウジツ）
★嚮に／向に（さき-に）
以前に。まえに。さきごろ。むかし。〈漢字ペディア〉"
B0443,2,【囈】のように経文を唱える,"うわごと
たわごと","関連熟語：囈語（ゲイゴ）
★囈語／囈／譫言（うわごと）
1.熱にうなされるなどして無意識に発する言葉。
2.筋道の立たないとりとめのない言葉。たわごと。〈漢字ペディア〉"
B0444,2,【堋】に据えた的を射る,あずち,"関連熟語：--
★堋（あずち）
弓を射るとき、的を立てかけるために後ろの土を山形に盛った所。〈漢字ペディア〉"
B0445,2,【壜】のまま冷蔵庫に入れよ,びん,"関連熟語：--
★壜（びん）
液体を入れるおもに細長い容器。ガラスや陶器･金属製などがある。〈漢字ペディア〉"
B0446,2,【孅】なる身に仮初め事も仮初めならず,かよわ,"関連熟語：孅弱（センジャク）
★孅い（かよわ-い）
ほっそりしてなよなよしたさま。たおやかで弱々しいさま。〈漢字ペディア〉"
B0447,2,【寔】に寛仁大度の人物である,まこと,"関連熟語：--
★寔に（まこと-に）
ほんとうに。まさしく。〈漢字ペディア〉"
B0448,2,【悋】かなれば人離るべし,やぶさ,"関連熟語：悋惜（リンセキ／リンシャク／リンジャク）
★吝か／悋か（やぶさ-か）
1.ものおしみするさま。
2.ためらうさま。
3.「…に―でない」の形で、…する努力をおしまない、快く…する。〈漢字ペディア〉"
B0449,2,【愆】ちを繰り返したのを悔いた,あやま,"関連熟語：愆尤（ケンユウ）
★愆ち（あやま-ち）
心得ちがい。やりそこない。しくじり。とが。〈漢字ペディア〉"
B0450,2,【憔】れが目立つが品位を失わない,やつ,"関連熟語：憔悴（ショウスイ）
★憔れる（やつ-れる）
1.顔色が黄ばみ衰える。
2.疲れはてたさま。〈漢辞海〉"
B0451,2,【扠】を構えて水面を見つめる,やす,"関連熟語：--
★扠（やす）
先端が鉄製でフォーク状になった刃をもつ、長柄の漁具。〈漢辞海〉"
B0452,2,【捩摺】りの名残とて方二間の石あり,もじず,"関連熟語：--
★捩摺（もじず-り）
ネジバナの別称。〈漢字ペディア〉"
B0453,2,【撓】の見本のような蕉風の句である,しおり,"関連熟語：--
★撓（しおり）
芭蕉(ﾊﾞｼｮｳ)の俳諧理念の一つ。深い愛情をもって眺める作者の心情が句の余情となってにじみ出るもの。〈漢辞海〉"
B0454,2,【曩】に話したことは確かなことです,さき,"関連熟語：曩祖（ノウソ）
★曩に（さき-に）
以前に。かつて。〈漢字ペディア〉"
B0455,2,【柬】んで別に取り分く,えら,"関連熟語：柬擢（カンテキ）
★柬ぶ／揀ぶ（えら-ぶ）
えり分けて取り出す。より分ける。〈漢字ペディア〉"
B0456,2,【楹】を鑿ちて書を納む,はしら,"関連熟語：楹書（エイショ）
★楹（はしら）
丸くて太いはしら。家屋の床から天井までまっすぐに立てられた太いはしら。〈漢字ペディア〉"
B0457,2,【楝】は夏に用いる襲の色目の一つである,おうち,"関連熟語：--
★樗／楝（おうち）
1.センダンの古名。栴檀(ｾﾝﾀﾞﾝ)。
2.襲(ｶｻﾈ)の色目。表が薄紫で裏が青。〈漢字ペディア〉"
B0458,2,【槊】を横たえて詩を賦す,ほこ,"関連熟語：戟槊（ゲキサク）
★槊（ほこ）
長い柄に両刃(もろは)の剣をつけた武器。〈漢字ペディア〉"
