ID,難易度,問題,指定,語群,解答,問題熟語の意味,解答熟語の意味
H0348,1,【叮嚀】,類義語,"いんぎん
じょくれい
でいねい","慇懃
殷勤","▼【叮嚀／丁寧】テイネイ
≒丁寧〈漢字ペディア〉
≒丁寧
1.昔、中国の軍中で、警戒の知らせや注意の為に用いられた楽器。
2.注意深く念入りであること。こまかいところまで注意がゆきとどいていること。また、そのさま。
3.手厚く親切なこと。ねんごろで礼儀正しいこと。また、そのさま。懇切。慇懃。
4.何度も繰り返すこと。再三再四行うこと。また、そのさま。多く、何度も忠告する意に用いられる。
5.（接頭語「ご」を伴って）冗長なこと。無駄に多いこと。また、そのさまを皮肉に言うときに用いる。〈日本国語大辞典〉","▼〔慇懃／殷勤〕インギン
1.真心がこもっていて、礼儀正しいこと。また、そのさま。ねんごろ。
2.非常に親しく交わること。〈大辞泉〉
1.ねんごろなこと。礼儀正しくていねいなこと。
2.うれえいたむさま。
3.よしみ。特に、男女の思慕の情。〈漢字ペディア〉"
H0349,1,【喊声】,類義語,"きつぎゃく
げんげん
げいは",鯨波,"▼【喊声】カンセイ
大きな叫び声。ときの声のこと。〈漢字源〉
大きなわめき声。鬨(ﾄｷ)の声。〈漢字ペディア〉","▼〔鯨波〕ゲイハ／とき
1.昔、合戦のとき、戦闘開始を知らせるために全軍で発した合図の声。また、戦勝のときに発する喜びの声。
2.多くの人が一度に発する声。〈漢字ペディア〉"
H0350,1,【嘲弄】,類義語,"ちょうしょう
かいらい
やゆ","揶揄
邪揄","▼【嘲弄】チョウロウ
あざけりからかうこと。≒愚弄〈漢字ペディア〉","▼〔揶揄／邪揄〕ヤユ
からかい、ばかにする。〈漢字源〉
からかうこと。ばかにして笑うこと。〈漢字ペディア〉"
H0351,1,【嚆矢】,類義語,"じんすい
かいきょく
らんしょう",濫觴,"▼【嚆矢】コウシ
1.かぶら矢。鳴りひびく矢。
2.物事の最初。起源。おこり。〈漢字ペディア〉
★昔、中国で戦いの開始のしるしとして、かぶら矢を敵陣に射たことから。","▼〔濫觴〕ランショウ
物事の最初。起こり。起源。〈漢字ペディア〉
★揚子江も源に遡れば、觴(ｻｶｽﾞｷ)を濫(ｳ)かべるほどの細流であったとの意から。一説に、「濫」は、あふれる意で、觴を溢れさせるほどのわずかな水流をいうとも。"
H0352,1,【夾撃】,類義語,"きかく
かいじん
ようげき",掎角,"▼【夾撃／挟撃】キョウゲキ
挟みうちにすること。〈漢字ペディア〉","▼〔掎角〕キカク
1.前後呼応して敵を制すること。
2.両雄が、相対して争うこと。〈大辞泉〉
1.前後から敵を攻撃すること。
2.両雄が相対して争うこと。〈漢字ペディア〉"
H0353,1,【奢侈】,類義語,"せんしゅ
いんぷ
ぜいたく",贅沢,"▼【奢侈】シャシ
おごり。ぜいたく。〈漢字源〉
身分不相応なぜいたく。度を超えて金をつかうこと。〈漢字ペディア〉","▼〔贅沢〕ゼイタク
1.必要を超えて費用をかけたりものを使ったりすること。
2.身の程や立場を超えておごっていること。〈漢字ペディア〉"
H0354,1,【奸黠】,類義語,"ひんしつ
しゅんじ
こうかい",狡獪,"▼【奸黠】カンカツ
悪賢いこと。また、そのさま。狡猾。≒姦黠〈大辞泉〉
わるがしこいこと。ずるがしこいこと。また、そのさまや、そのような人。狡猾。≒姦黠〈日本国語大辞典〉","▼〔狡獪〕コウカイ
悪賢いこと。ずるく立ち回るさま。狡猾。〈大辞泉〉
「狡猾(ｺｳｶﾂ)」に同じ。〈漢字ペディア〉"
H0355,1,【嫣然】,類義語,"かんじ
てんしょう
えんかん",莞爾,"▼【嫣然／艶然】エンゼン
あでやかににっこりと笑うさま。〈漢字ペディア〉","▼〔莞爾〕カンジ
にっこりとほほえむさま。にこやかに笑うさま。≒莞然〈漢字ペディア〉"
H0356,1,【孺嬰】,類義語,"がいてい
しゅんじゅん
きょうほう",孩提,"▼【孺嬰】ジュエイ
ちのみご。あかご。嬰孩。孺子。〈日本国語大辞典〉","▼〔孩提〕ガイテイ
骨組ができ、人に抱かれるくらいになった子ども。また、二、三歳の幼児。〈漢字源〉
二、三歳の子。笑うことを知り、抱きかかえられるくらいの子供の意。孩児。孩稚。〈新大字典〉
乳児。また、二、三歳の幼児。〈漢字ペディア〉"
H0357,1,【孺子】,類義語,"びょうえい
かきん
がいじ",孩児,"▼【孺子／竪子】ジュシ
1.乳飲み子。幼児。
2.人を見さげて言う言葉。
3.若くて美しい女。
4.幼い相続人。〈漢字源〉
1.おさなご。子ども。
2.人を軽蔑(ｹｲﾍﾞﾂ)していう語。小僧。青二才。〈漢字ペディア〉","▼〔孩児〕ガイジ
1.幼児。みどりご。孩子。2.(仏)幼児の戒名につける語。〈漢字ペディア〉"
H0358,1,【寰宇】,類義語,"よち
ぶつがん
たいえい",輿地,"▼【寰宇】カンウ
天下。世界。≒宇内〈漢字ペディア〉","▼〔輿地〕ヨチ
大地。地球。全世界。〈漢字ペディア〉
★「輿」は、万物をのせるものの意から。"
H0359,1,【彷彿】,類義語,"ぎょうはく
いき
ふくへき",依稀,"▼【彷彿／髣髴】ホウフツ
1.よく似ているさま。はっきりと思い浮かぶさま。
2.姿や形などが、ぼんやりと見えるさま。〈漢字ペディア〉","▼〔依稀〕イキ
1.ぼんやりとして、はっきりしないさま。
2.よく似ているさま。〈漢字ペディア〉"
H0360,1,【徘徊】,類義語,"ほうこう
こうかん
てきれき",彷徨,"▼【徘徊】ハイカイ
さまよい歩き回る。また、行ったり来たりする。〈漢字源〉
あてもなく歩き回ること。ぶらつくこと。≒彷徨〈漢字ペディア〉","▼〔彷徨〕ホウコウ
あてもなくさまよい歩くこと。〈漢字ペディア〉
当てもなく歩き回ること。さまようこと。〈大辞泉〉"
H0361,1,【忸怩】,類義語,"ちゅうちょう
こうこつ
ざんき","慙愧
慚愧","▼【忸怩】ジクジ
自分の行いをはずかしく思うようす。〈漢字ペディア〉
心にはじてきまりわるがるさま。〈漢字源〉","▼〔慙愧〕ザンキ
反省して心からは恥じ入ること。〈漢字ペディア〉"
H0362,1,【忿怒】,類義語,"たんげい
しんい
せいひつ","瞋恚
嗔恚","▼【忿怒／憤怒】フンヌ／フンド
いかりいきどおること。たいへん腹を立てること。〈漢字ペディア〉","▼〔瞋恚／嗔恚〕シンイ／シンニ
1.(仏)三毒･十悪の一。怒り･憎しみ･怨みなどの憎悪の感情。
2.怒り恨むこと。腹立ち。いかり。〈大辞林〉
1.はげしく怒ること。≒瞋怒
2.(仏)貪欲(ﾄﾝﾖｸ)･愚痴とともに三毒の一つ。自分の心に反するものを激しく怒り、恨むこと。〈漢字ペディア〉"
H0363,1,【慙愧】,類義語,"じくじ
ごうり
さんてん",忸怩,"▼【慙愧】ザンキ
反省して心からは恥じ入ること。〈漢字ペディア〉","▼〔忸怩〕ジクジ
自分の行いをはずかしく思うようす。〈漢字ペディア〉
心にはじてきまりわるがるさま。〈漢字源〉"
H0364,1,【挂冠】,類義語,"うかつ
ここう
ちし","致仕
致事","▼【挂冠】ケイカン／カイカン
冠を脱いで、官職を辞する。挂綬。挂冕。後漢の逢萌(ﾎｳﾎﾞｳ)が王莽(ｵｳﾓｳ)に仕えるのを嫌い、城門に冠をかけて去った故事から。〈漢辞海〉
冠を脱いで柱などにかける意から、官を去り職を辞すること。〈漢字ペディア〉","▼〔致仕／致事〕チシ／チジ
1.官職を辞任すること。
2.七十歳の異称。昔、中国では七十歳で官職を辞任したことから。〈漢字ペディア〉"
H0365,1,【揣摩】,類義語,"さいぎ
そんたく
こくげき",忖度,"▼【揣摩】シマ
他人の気持ちなどを推量すること。〈大辞泉〉
1.真実を求めて、それを合致することを願う。
2.他人の気持ちを推し測る。〈漢辞海〉","▼〔忖度〕ソンタク
他人の心をおしはかること。≒推察〈漢字ペディア〉"
H0366,1,【撩乱】,類義語,"けげん
しれつ
ひんぷん",繽紛,"▼【撩乱／繚乱】リョウラン
入り乱れるさま。花などが咲き乱れているさま。〈漢字ペディア〉","▼〔繽紛〕ヒンプン
多くのものが入り乱れるさま。また、花や雪などが乱れ散るさま。〈漢字ペディア〉"
H0367,1,【擱坐】,類義語,"こうさ
さてつ
かふ",膠沙,"▼【擱坐／擱座】カクザ
舟が浅瀬に乗り上げて止まること。〈漢字源〉
1.船が浅瀬に乗りあげること。座礁。
2.戦車などがこわれて動けなくなること。〈漢字ペディア〉","▼〔膠沙〕コウサ
船が、砂地または、浅瀬に乗り上げた状態をいう。〈漢字ペディア〉"
H0368,1,【曠古】,類義語,"べっしょ
おうせき
はてんこう",破天荒,"▼【曠古】コウコ
昔から前例のないこと。≒空前、未曽有〈漢字ペディア〉
★古(ｲﾆｼｴ)を曠(ﾑﾅ)しくする意。","▼〔破天荒〕ハテンコウ
天地未開の混沌とした状態をきりひらくこと。転じて、今までだれも行なえなかった事を成しとげること。前例のないこと。また、そのさま。前代未聞。未曾有。〈日本国語大辞典〉
★天荒は荒れ地がまだ開けていないこと。唐代、荊州(ｹｲｼｭｳ)の地から科挙の及第者がいなかったことを天荒といった。その後、劉蛻(ﾘｭｳｾﾞｲ)が及第し、初めて前例を破ったので破天荒といったことによる。"
H0369,1,【朶頤】,類義語,"りじ
がんしゅう
すいぜん",垂涎,"▼【朶頤】ダイ
1.あごを動かして食べること。食欲の盛んなこと。また、うらやみ欲しがること。
2.強い国が弱い国を征服しようとすること。〈大辞泉〉
1.あごを下げ動かして、物を食べようとするさま。
2.物欲しげなさま。〈漢字ペディア〉","▼〔垂涎〕スイゼン／スイセン／スイエン
1.よだれをたらす。
2.非常にうらやましがること。〈漢字源〉
ほしくてたまらぬ。〈字通〉
1.食べたくてよだれをたらすこと。
2.非常にほしがること。〈漢字ペディア〉"
H0370,1,【桎梏】,類義語,"はんろう
こけん
すいかく",樊籠,"▼【桎梏】シッコク
1.あしかせと手かせ。
2.転じて、自由を奪うもの。束縛。〈漢字源〉
1.足かせと手かせ。
2.自由をさまたげるもの。≒束縛、拘束〈漢字ペディア〉","▼〔樊籠〕ハンロウ
1.鳥かご。
2.官職など、人を縛るもののたとえ。
3.獄。ろうや。〈漢字源〉
1.鳥獣を入れるおりやかご。
2.自由を束縛された境遇のたとえ。
3.(仏)煩悩に縛られるたとえ。〈漢字ペディア〉"
H0371,1,【鬱勃】,類義語,"ふくいく
はつらつ
ひょうびょう","潑溂
潑剌
潑溂
溌剌","▼【鬱勃】ウツボツ
意気盛んなさま。元気なようす。〈漢字ペディア〉","▼〔潑溂／潑剌〕ハツラツ
生き生きとして、元気のよいさま。≒活発〈漢字ペディア〉"
H0372,1,【殤死】,類義語,"らせつ
えんさ
ようせい",夭逝,"▼【殤死】ショウシ
若くて死ぬこと。わかじに。はやじに。夭死。夭折。〈日本国語大辞典〉","▼〔夭逝〕ヨウセイ
わか死にすること。≒夭死、夭折〈漢字ペディア〉"
H0373,1,【毫釐】,類義語,"うしょう
めいせき
ししゅ",錙銖,"▼【毫釐／豪釐／毫厘】ゴウリ
ごくわずかなこと。ほんの少し。ごうりん。〈大辞泉〉
ほんの少しであること。きわめて微量であること。わずか。≒釐毫〈漢字ペディア〉
★「毫」と「釐」は、細い毛の意。","▼〔錙銖〕シシュ
ほんのわずかな目方。わずかなもの、つまらないもののたとえ。〈漢字源〉
わずか。きわめて少ないこと。〈漢字ペディア〉"
H0374,1,【瀑布】,類義語,"はんげき
すいろう
ひせん",飛泉,"▼【瀑布】バクフ
大きくて勢いのある滝。〈漢字ペディア〉","▼〔飛泉〕ヒセン
1.高い所から勢いよく落ちる水。滝。瀑布。≒飛瀑
2.ふき出る泉。〈漢字ペディア〉"
