ID,難易度,問題,読み,解答,別答,意味,出典
D0477,2,虎視____,こしたんたん,眈眈,,"➡虎視眈眈（こしたんたん）
すきがあればつけこもうと、じっと機会を狙うこと。〈漢検四字熟語辞典〉
★「虎視」は、虎が獲物を狙うこと。
★「眈眈」は、にらむ、見下ろす意。
★虎が獲物を狙って鋭い目つきで睨んでいる様子のこと。",＊『易経-頤』
D0478,2,物論____,ぶつろんごうごう,囂囂,,"➡物論囂囂（ぶつろんごうごう）
世間のうわさが騒がしいこと。〈漢検四字熟語辞典〉
★「物論」は、世の中の噂、世間の評判のこと。
★「囂囂」は、多くの声が騒がしい意。
類：物議騒然（ぶつぎそうぜん）／類：物議洶然（ぶつぎきょうぜん）",＊『不明』
D0479,2,____千鈞,いちるせんきん,一縷,,"➡一縷千鈞（いちるせんきん）
危険の甚だしいことの形容。〈漢検四字熟語辞典〉
★一本の糸で千鈞の重さを支える意。
類：一髪千鈞（いっぱつせんきん）／類：累卵之危（るいらんのき）
「一縷(ｲﾁﾙ)の任(ﾆﾝ)を以(ﾓｯ)て千鈞(ｾﾝｷﾝ)の重きを係(ｶ)く」",＊『枚乗-上書諫呉王･書』
D0480,2,生気____,せいきはつらつ,潑溂,"溌溂
潑剌
溌剌","➡生気潑溂／生気溌溂／生気潑剌／生気溌剌（せいきはつらつ）
いきいきとして気力、活気にあふれているさま。〈漢検四字熟語辞典〉
★「生気」は、いきいきとしたさま、元気。
★「潑溂」は、動作や表情に元気のあふれているさま。
類：元気潑溂（げんきはつらつ）",＊『二葉亭四迷-予が半生の懺悔』
D0481,2,自己____,じことうかい,韜晦,,"➡自己韜晦（じことうかい）
自分の才能･地位･本心などを隠して表に出さないこと。〈漢検四字熟語辞典〉
★「韜晦」は、才能や学識を隠すということ。
類：韜光晦迹（とうこうかいせき）／類：韜光養晦（とうこうようかい）",＊『佐多稲子-分身』
D0482,2,一髪____,いっぱつせんきん,千鈞,,"➡一髪千鈞（いっぱつせんきん）
非常に危険なこと、きわめて無理なことのたとえ。〈漢検四字熟語辞典〉
★一本の髪の毛で千鈞の重さの物を引く意。
類：一縷千鈞（いちるせんきん）／類：危機一髪（ききいっぱつ）／類：一触即発（いっしょくそくはつ）／類：千鈞一髪（せんきんいっぱつ）
「一髪、千鈞(ｾﾝｷﾝ)を引く」",＊『韓愈-与孟尚書書』
D0483,2,自由____,じゆうかったつ,闊達,"濶達
豁達","➡自由闊達／自由濶達／自由豁達（じゆうかったつ）
のびのびとして心が広く物事にこだわらないさま。〈漢検四字熟語辞典〉
★「自由」は、何事にも束縛されないこと。
★「闊達」は、心が広くてこだわらないこと。
類：闊達自由（かったつじゆう）／類：天空海闊（てんくうかいかつ）",＊『吉野作造-閑談の閑談･四』
D0484,2,無欲____,むよくてんたん,恬淡,"恬澹
恬憺","➡無欲恬淡／無欲恬澹／無欲恬憺（むよくてんたん）
あっさりしていて欲がなく、物にこだわらないこと。〈漢検四字熟語辞典〉
★「無欲」は、浴がないこと。
★「恬淡」は、執着心がなくあっさりしている意。
類：雲心月性（うんしんげっせい）",＊『丹羽文雄-蛇と鳩･かりそめの成功』
D0485,2,水天____,すいてんほうふつ,髣髴,彷彿,"➡水天髣髴／水天彷彿（すいてんほうふつ）
遠い海上の水と空とがひと続きになって、見分けがつきにくいさま。〈漢検四字熟語辞典〉
★「水天」は、水面と空のこと。
★「髣髴」は、ぼんやりしてはっきりしない意。
類：水天一色（すいてんいっしょく）／類：水天一碧（すいてんいっぺき）",＊『頼山陽-泊天草洋･詩』
D0486,2,孤影____,こえいしょうぜん,悄然,蕭然,"➡孤影悄然／孤影蕭然（こえいしょうぜん）
ひとりぼっちでしょんぼりしているさま。〈漢検四字熟語辞典〉
★「孤影」は、一人だけの寂しそうな姿。
★「悄然」は、しおれて元気がない意。
類：孤影孑然（こえいげつぜん）／類：孤影寥寥（こえいりょうりょう）",＊『尾崎士郎-人生劇場』
D0487,2,疲労____,ひろうこんぱい,困憊,,"➡疲労困憊（ひろうこんぱい）
疲れ果てること。〈漢検四字熟語辞典〉
★「困憊」は、疲れて、弱り切ること。
類：精疲力尽（せいひりきじん）",＊『桜井忠温-雑囊･二八』
D0488,2,一世____,いっせいふうび,風靡,,"➡一世風靡（いっせいふうび）
ある時代に非常に流行すること。〈漢検四字熟語辞典〉
★風が吹き草木がそれに靡(ﾅﾋﾞ)くようにその時代の沢山の人が従うこと。",＊『不明』
D0489,2,____三昧,ぜいたくざんまい,贅沢,,"➡贅沢三昧（ぜいたくざんまい）
したい放題の贅沢をすること。〈漢検四字熟語辞典〉
★「贅沢」は、無駄なおごり。
★「三昧」は、ひたすらそのことに耽ること。
★もともとは仏教語で、雑念を捨てて精神を集中すること。
類：活計歓楽（かっけいかんらく）",＊『坪内逍遥-沓手鳥孤城落月･三幕』
D0490,2,才気____,さいきかんぱつ,煥発,,"➡才気煥発（さいきかんぱつ）
機転がきき、才能があふれていること。〈漢検四字熟語辞典〉
★「才気」は、すぐれた才能や判断力のこと。
★「煥発」は、光り輝き表面にあらわれるさま。
類：才気横溢（さいきおういつ）",＊『里見弴-善心悪心』
D0491,2,月下____,げっかすいこう,推敲,,"➡月下推敲（げっかすいこう）
詩文の字句･表現をあれこれ工夫を凝らし、完成を目指すこと。〈漢検四字熟語辞典〉
★唐の詩人賈島(ｶﾄｳ)が科挙(官吏登用試験)の受験のため都へのぼり、驢馬に乗って詩を作り、「僧は推す月下の門」とするか「僧は敲(ﾀﾀ)く」としようか迷っているうちに、都知事の韓愈の行列にぶつかってしまった。部下は怒ったが、事情は話すと、韓愈は「それは敲くがよかろう」と意見を述べ、以来二人は親しくなったという故事から。",＊『唐詩紀事-四十』
D0492,2,厭離____,"おんりえど
えんりえど",穢土,,"➡厭離穢土（おんりえど／えんりえど）
この世をけがれたものとして厭い離れること。〈漢検四字熟語辞典〉
★「厭離」は、嫌い離れる意。
★「穢土」は、けがれている国土。現世をいう。仏教の語。",＊『往生要集-序』
D0493,2,____無欠,きんおうむけつ,金甌,,"➡金甌無欠（きんおうむけつ）
完全で欠点がないこと。特に、他国から侵略されたことがない堅固な国家のたとえ。〈漢検四字熟語辞典〉
★「金甌」は、黄金のかめ(瓶)のこと。
★少しの傷もない黄金の甌(ｶﾒ)のように、完全で欠点がない意。
類：完全無欠（かんぜんむけつ）",＊『南史-朱异伝』
D0494,2,____自失,ぼうぜんじしつ,茫然,呆然,"➡茫然自失／呆然自失（ぼうぜんじしつ）
気が抜けてぼんやりしてしまい、どうしてよいかわからなくなること。〈漢検四字熟語辞典〉
★「茫然」は、ぼんやりと気抜けしたさま。",＊『列子-仲尼』
D0495,2,____千万,ふらちせんばん,不埒,,"➡不埒千万（ふらちせんばん）
このうえなく不届きなこと。非常にけしからぬさま。〈漢検四字熟語辞典〉
★「不埒」は、けしからぬこと。不届きなこと。
★「千万」は、形容詞などの下につけて「この上なく、甚だしく」の意。",＊『東京朝日新聞-明治三七年･一二月三一日』
D0496,2,苦心____,くしんさんたん,惨憺,惨澹,"➡苦心惨憺／苦心惨澹（くしんさんたん）
あれこれと心を砕いて苦労を重ねること。〈漢検四字熟語辞典〉
★「苦心」は、心をくだいて考えること。
★「惨憺」は、心を痛めるさま。
類：意匠惨澹（いしょうさんたん）／類：焦唇乾舌（しょうしんかんぜつ）／類：彫心鏤骨（ちょうしんるこつ）／類：粒粒辛苦（りゅうりゅうしんく）",＊『中江兆民-続一年有半･一』
D0497,2,滑稽____,こっけいしゃだつ,洒脱,灑脱,"➡滑稽洒脱／滑稽灑脱（こっけいしゃだつ）
知力にとみ弁舌さわやかな口調で会話をあやつり、俗気なくさっぱりしていること。〈漢検四字熟語辞典〉
★「滑稽」は、巧みな言葉がすらすらと滑らかに口をついて出ること。
★「洒脱」は、あかぬけしている意。
類：軽妙洒脱（けいみょうしゃだつ）",＊『高山樗牛-現代文章私見』
D0498,2,甲論____,こうろんおつばく,乙駁,,"➡甲論乙駁（こうろんおつばく）
互いに主張しあって議論がまとまらないこと。〈漢字ペディア〉
★甲が論じ乙が反対する意。
類：議論百出（ぎろんひゃくしゅつ）／類：議論沸騰（ぎろんふっとう）／類：議論紛紛（ぎろんふんぷん）／類：諸説紛紛（しょせつふんぷん）",＊『小林雄七郎-薩長土肥･四藩気質』
D0499,2,玉石____,ぎょくせきこんこう,混淆,混交,"➡玉石混淆／玉石混交（ぎょくせきこんこう）
すぐれたものと劣ったものが入り混じっていること。〈漢検四字熟語辞典〉
★「玉石」は、宝石と石ころで、良いものとつまらないもののたとえ。
★「混」と「淆」は、入りまじる意。
★玉と石が入りまじっていること。
類：玉石雑糅（ぎょくせきざつじゅう）／類：玉石同匱（ぎょくせきどうき）／類：玉石同架（ぎょくせきどうか）／類：牛驥同皁（ぎゅうきどうそう）",＊『抱朴子-外篇･尚博』
D0500,2,悲憤____,ひふんこうがい,慷慨,,"➡悲憤慷慨（ひふんこうがい）
不正や不義に憤りを感じ、嘆き悲しむこと。〈漢検四字熟語辞典〉
★「悲憤」は、悲しみ憤ること。
★「慷慨」は、怒り嘆く意。
類：慷慨悲憤（こうがいひふん）／類：悲歌慷慨（ひかこうがい）",＊『酔郷学人-演歌･亜細亜の前途』
D0501,2,____邪智,かんねいじゃち,奸佞,姦佞,"➡奸佞邪智／姦佞邪智（かんねいじゃち）
性格がひねくれていてずるがしこいこと。〈漢検四字熟語辞典〉
★「奸佞」は、心がねじけていてへつらうこと。
★「邪智」は、よこしまな考え･悪知恵の意。
類：奸佞邪心（かんねいじゃしん）／類：邪智奸佞（じゃちかんねい）",＊『太宰治-走れメロス』
D0502,2,画竜____,"がりょうてんせい
がりゅうてんせい",点睛,,"➡画竜点睛（がりょうてんせい／がりゅうてんせい）
物事の最も大切なところ。物事を完成するための最後の仕上げ。〈漢検四字熟語辞典〉
★「睛」は、目玉のことで、物事の肝心なところの意。
★南朝梁(ﾘｮｳ)の絵の名人張僧繇(ﾁｮｳｿｳﾖｳ)が寺に竜の絵を描いたが、睛(ﾋﾄﾐ)を入れると竜が飛び去ってしまうといって、睛を描き入れなかった。それを信用しなかった人々が、無理やり睛を描き入れさせたところ、たちまち竜が天に昇ったという故事から。
類：点睛開眼（てんせいかいがん）",＊『歴代名画記』
D0503,2,判官____,"ほうがんびいき
はんがんびいき",贔屭,"贔屓
贔負","➡判官贔屭／判官贔屓／判官贔負（ほうがんびいき／はんがんびいき）
弱い方に同情し、味方したり応援したりすること。〈漢検四字熟語辞典〉
★「判官」は、検非違使(ｹﾋﾞｲｼ)の尉(ｼﾞｮｳ:判官)であったことから、源義経(ﾐﾅﾓﾄﾉﾖｼﾂﾈ)のこと。
★「贔屭」は、目を掛けて応援する意。
★検非違使の尉であった源義経が、兄の頼朝(ﾖﾘﾄﾓ)に嫉(ｿﾈ)まれて滅ぼされたのに人々が同情を寄せたことから。",＊『俳諧-毛吹草･五』
