ID,難易度,問題,解答,別答,意味,同音異義語用
I0296,2,晏嬰の【コキュウ】,狐裘,,"👉あんえいのこきゅう。
倹約に務めて職務に励むことのたとえ。一狐裘三十年。〈新明解故事ことわざ辞典〉
★「晏嬰」は、晏子。春秋時代の斉の名宰相。
★「狐裘」は、狐の脇の下の白い毛で作った高価なかわごろも。
★中国春秋時代、斉の名宰相晏嬰が質素倹約につとめ、高価なものではあるがたった一枚の狐裘を三十年間着続けて、国を治めることに励んだという故事による。
＊『礼記-檀弓･下』",コキュウ
I0297,2,家に無くてはならぬものは上がり【ガマチ】と女房,框,檔,"👉いえになくてはならぬものはあがりがまちとにょうぼう。
家には必ず上がりがまちがあるように、家庭には主婦が必要であるということ。主婦の大切さを言った言葉。〈新明解故事ことわざ辞典〉
★「上がり框(檔)」は、家の上り口の床に渡した横木。
＊『浄瑠璃･蘆屋道満大内鑑-三』",ガマチ
I0298,2,【イサカ】い果てての契り,諍,,"👉いさかいはててのちぎり。
けんかの後で、仲良くなること。〈新明解故事ことわざ辞典〉
★「諍い」は、言い争い。口喧嘩。
＊『日本俚諺大全』",イサカ
I0299,2,砂に黄金、泥に【ハチス】,蓮,,"👉いさごにこがね、でいにはちす。
つまらない物の中にに良い物が混じっていることのたとえ。〈新明解故事ことわざ辞典〉
★砂に砂金が混じっていたり、泥沼の中で蓮の花が咲いたりすることから。
＊『謡曲･阿古屋松』",ハチス
I0300,2,【ツウヨウ】を感ぜず,痛痒,痛癢,"👉つうようをかんぜず。
痛くもかゆくもない。身に何の利害も影響も感じない。〈日本国語大辞典〉
＊『一年有半〈中江兆民〉附録』",ツウヨウ
I0301,2,【コタツ】で河豚汁,炬燵,火燵,"👉こたつでふぐじる。
安全を心がけながら一方で危険なことをするたとえ。〈漢字ペディア〉
★のんびりしながら、毒にあたる危険のあるフグを食べることから。
＊『諺苑』",コタツ
I0302,2,一【ウリザネ】に二丸顔,瓜実,瓜核,"👉いちうりざねににまるがお。
女性の顔たちの良さをいう。〈新明解故事ことわざ辞典〉
★「瓜実」は、瓜実顔。中高の細長い顔。
★鼻筋の通った瓜実顔が一番で、次が愛嬌のある丸顔だということ。
＊『日本俚諺大全』",ウリザネ
I0303,2,【イッキ】の功,一簣,,"👉いっきのこう。
完成一歩手前の努力のたとえ。努力の積み重ねの大切さをいう。〈新明解故事ことわざ辞典〉
★「簣」は、もっこで、土を運ぶ道具。
★「功」は、努力。成果。
★学問を修め徳を積んでゆく姿を、もっこで土を運び山を作る人にたとえたもの。
＊『書経-旅獒』",イッキ
I0304,2,【イッキ】を以て江河を障ぐ,一簣,,"👉いっきをもってこうがをふせぐ。
微力で乱を防ぐことなどのたとえ。〈故事俗信ことわざ大辞典〉
★「江河」は、長江や黄河。
★もっこ一杯のわずかな土で大河の水をせき止める意から。
＊『漢書-何武･王嘉･師丹伝賛』",イッキ
I0305,2,【イッタン】の食、一瓢の飲,一簞,一箪,"👉いったんのし、いっぴょうのいん。
きわめて貧しい食事のこと。また、清貧に甘んずること。〈新明解故事ことわざ辞典〉
★「簞」は、わりご。竹製の食器。
★「瓢」は、ひさご。酒や水を入れる器。
★わりご一杯の飯と、ひさご一杯の飲み物という意から。
＊『論語-雍也』",イッタン
I0306,2,命長ければ【ホウライ】を見る,蓬萊,蓬莱,"👉いのちながければほうらいをみる。
長生きをしていれば、思いがけない幸運に会うこともあるということ。〈漢字ペディア〉
★「蓬萊」は、蓬萊山の略。中国の伝説で、仙人が住み不老不死の地とされる東海の霊山。
＊不明",ホウライ
I0307,2,命は【キンカ】の露の如し,槿花,,"👉いのちはきんかのつゆのごとし。
人の命は、朝顔の花に降りた露のように、はかないものだということ。〈新明解故事ことわざ辞典〉
★「槿花」は、朝顔の花。朝開いて夕方にしぼむことから、はかない物事のたとえ。
＊『咄本･醒睡笑-二』",キンカ
I0308,2,命は【コウモウ】より軽し,鴻毛,,"👉いのちはこうもうよりかろし。
正義のためであれば、命を捨てても惜しくないということ。〈漢字ペディア〉
★「鴻毛」は、おおとりの羽毛のことで、非常に軽いもののたとえ。
＊『文選-報任少卿書』",コウモウ
I0309,2,【イハツ】を継ぐ,衣鉢,,"👉いはつをつぐ。
恩師や先人から、学問･技芸などの奥義や秘伝を受け継ぐこと。〈新明解故事ことわざ辞典〉
★「衣鉢」は、袈裟と応量器(僧侶の食器)。
★もと禅宗で、師から弟子への伝法の証拠として「衣」または「衣鉢」が授けられたという伝承に基づく。
＊『最暗黒之東京〈松原岩五郎〉九』",イハツ
I0310,2,【イモン】の望,倚門,,"👉いもんのぼう。
子を思う親の愛情が切実なたとえ。特に母親の愛情についていう。〈新明解故事ことわざ辞典〉
★「倚」は、寄りかかること。
★門に寄りかかって子の帰宅を望み待つ意から。
＊『戦国策-斉･下』",イモン
I0311,2,【ガマ】は恒に鳴けども、人は聴かず,蝦蟇,"蝦蟆
蟇
蝦
蟆","👉がまはつねになけども、ひとはきかず。
多言は人世に益のないたとえ。〈中国古典名言事典〉
★「蝦蟇･蝦･蟇」は、ヒキガエルの別称。
★ヒキガエルは日夜喧(ｶﾏﾋﾞｽ)しく鳴くが、誰もこれを聞いて楽しむ人はいない意。
＊『太平御覧-虫豸』",ガマ
I0312,2,【ウショウ】を飛ばす,羽觴,,"👉うしょうをとばす。
宴会など杯のやり取りを盛んに行うこと。〈新明解故事ことわざ辞典〉
★「羽觴」は、翼を広げた雀にかたどった杯のこと。
＊『李白-春夜宴桃李園序』",ウショウ
I0313,2,内股【ゴウヤク】,膏薬,,"👉うちまたごうやく。
都合によってあちらこちらにつきしたがい、態度が一定しないたとえ。〈漢字ペディア〉
★内股に貼った膏薬が両方の股についてしまう意から。
＊『狂歌･吾吟我集-六』",ゴウヤク
I0314,2,瓜の蔓に【ナスビ】はならぬ,茄子,茄,"👉うりのつるになすびはならぬ。
平凡な親から非凡な才能をもつ子は生まれないたとえ。また、子は親に似るものだということ。〈漢字ペディア〉
類：蛙の子は蛙
＊『波形本狂言･比丘貞』",ナスビ
I0315,2,【ウロ】の争い,烏鷺,,"👉うろのあらそい。
囲碁の勝負のこと。〈新明解故事ことわざ辞典〉
★「烏鷺」は、カラスとサギの羽の色から、黒と白の意。転じて、碁の黒石と白石の異名。
＊『黒潮〈徳富蘆花〉一･七･二』",ウロ
I0316,2,竽を好むに【シツ】を鼓す,瑟,,"👉うをこのむにしつをこす。
人の好みに合わないことをするたとえ。〈新明解故事ことわざ辞典〉
★「竽」は、笙(ｼｮｳ)に似た竹製の楽器。
★「瑟」は、大型の琴。
★「鼓す」は、かき鳴らす意。
★相手は竽を好むのに、自分の好きな瑟を鳴らして聞かせることから。
＊『韓愈-答陳商書』",シツ
I0317,2,【ウンゲイ】の望み,雲霓,,"👉うんげいののぞみ。
切実な希望のたとえ。特に、名君の出現を待望すること。〈新明解故事ことわざ辞典〉
★「雲霓」は、雲と虹で、雲は雨を呼び、虹は雨が降ると現れることから、雨を象徴している。
★雲が出て雨が降り虹が出るのを待ち望むことから。
＊『孟子-梁恵王･下』",ウンゲイ
I0318,2,栄華有る者は必ず【ショウスイ】あり,憔悴,,"👉えいがあるものはかならずしょうすいあり。
栄えているものは、必ず衰える時が来るということ。栄枯盛衰は世の常であることを言った言葉。〈新明解故事ことわざ辞典〉
★「憔悴」は、やせ衰える。やつれる。
＊『淮南子-説林訓』",ショウスイ
I0319,2,【エイジ】の貝を以て巨海を測る,嬰児,,"👉えいじのかいをもってきょかいをはかる。
到底できないことのたとえ。〈新明解故事ことわざ辞典〉
★幼児が貝で大海の水量を測る意から。
＊『漢書-東方朔伝』",エイジ
I0320,2,【エッソ】の罪,越俎,,"👉えっそのつみ。
他人の職分や権限を侵す罪。〈漢字ペディア〉
★「俎」は、神への供物(ｸﾓﾂ)をのせる台のことで、料理人の領分の意。
★中国古代の尭(ｷﾞｮｳ)帝が許由(ｷｮﾕｳ)に天下を譲ろうとしたとき、許由が「人は分を守ることが大切で、料理人の腕が悪いからといって、神主がそれに代わることはしない」と断ったという伝説から。
＊『荘子-逍遙遊』",エッソ
I0321,2,宴安は【チンドク】,酖毒,鴆毒,"👉えんあんはちんどく。
享楽にふけることに対する戒め。〈新明解故事ことわざ辞典〉
★「宴安」は、仕事をせずに、遊び楽しむこと。
★「酖毒」は、鴆(ﾁﾝ)という毒鳥の羽を浸した猛毒の酒。
★いたずらに遊び暮らすことは、毒薬を飲むようなもので、身を滅ぼすもとである意から。
＊『春秋左伝-閔公元年』",チンドク
I0322,2,【エン】を北にして楚に適く,轅,,"👉えんをきたにしてそにゆく。
目的と行動とが食い違っていることのたとえ。〈新明解故事ことわざ辞典〉
★「轅」は、車の両側から前に突き出た二本のかじ棒。ながえ。
★「楚」は、中国の南にある国の古名。
★車のながえを北方に向けて、南方の楚の国へ行こうとする意から。
＊『白居易-新楽府･立部伎』",エン
